발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2022,2022-03-05 6:00,주,토,1,0,0,0,0,전북,전주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,승용차,967967,1759698,127.1453276,35.83326153
2022,2022-03-05 7:00,주,토,1,0,0,0,0,경북,상주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1061879,1842581,128.1916574,36.57902081
2022,2022-03-05 14:00,주,토,1,2,0,2,0,부산,강서구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,1128052,1677992,128.9047575,35.0889246
2022,2022-03-05 17:00,주,토,1,0,0,0,0,경기,파주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,개인형이동장치(PM),937478,1984536,126.7892509,37.85847775
2022,2022-03-05 22:00,야,토,1,0,0,0,0,경기,시흥시,차대사람,기타,기타,기타,교차로,교차로횡단보도내,승용차,보행자,932828,1928526,126.7415372,37.35334507
2022,2022-03-05 22:00,야,토,1,1,1,0,0,충북,청주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1006571,1849266,127.5735074,36.64127014
2022,2022-03-06 10:00,주,일,1,0,0,0,0,전남,영암군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,923734,1634230,126.6672658,34.69958945
2022,2022-03-06 14:00,주,일,1,0,0,0,0,충남,논산시,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,이륜차,승용차,972371,1801259,127.1926367,36.2081005
2022,2022-03-06 19:00,야,일,1,0,0,0,0,충북,음성군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,1012215,1896654,127.6374073,37.06839948
2022,2022-03-06 19:00,야,일,1,0,0,0,0,경남,창원시(통합),차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,1098581,1692286,128.5832203,35.22110791
2022,2022-03-06 20:00,야,일,1,0,0,0,0,경남,산청군,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,화물차,보행자,1027533,1694374,127.8026282,35.24440376
2022,2022-03-07 6:00,주,월,2,0,0,0,0,강원,강릉시,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,승용차,없음,1121643,1975523,128.8811855,37.77129186
2022,2022-03-07 7:00,주,월,2,1,1,0,0,경남,진주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1054727,1693565,128.1014653,35.23599289
2022,2022-03-08 8:00,주,화,1,0,0,0,0,경남,하동군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1032321,1669125,127.8542671,35.01658863
2022,2022-03-08 11:00,주,화,1,0,0,0,0,경기,가평군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,988678,1966144,127.3715744,37.69478139
2022,2022-03-08 15:00,주,화,1,0,0,0,0,충남,홍성군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,908537,1840733,126.4779246,36.55998653
2022,2022-03-08 17:00,주,화,1,2,2,0,0,강원,평창군,차대차,정면충돌,정면충돌,교차로 통행방법 위반,교차로,교차로내,화물차,승용차,1093341,1960229,128.5579298,37.63679359
2022,2022-03-09 11:00,주,수,1,0,0,0,0,충남,천안시,차대차,기타,기타,안전운전 의무 불이행,기타,기타,화물차,이륜차,966298,1871310,127.1220182,36.83941474
2022,2022-03-09 19:00,야,수,1,0,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승합차,이륜차,957972,1945130,127.0244897,37.50448428
2022,2022-03-09 19:00,야,수,1,0,0,0,0,충남,아산시,차대사람,차도통행중,차도통행중,기타,교차로,교차로내,승용차,보행자,961308,1882125,127.0655025,36.93671374
2022,2022-03-09 21:00,야,수,1,0,0,0,0,전남,목포시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,899862,1645464,126.4053132,34.79881736
2022,2022-03-10 7:00,주,목,1,0,0,0,0,경기,부천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,938154,1942004,126.8005419,37.47519426
2022,2022-03-10 9:00,주,목,1,0,0,0,0,전남,강진군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,이륜차,933559,1627499,126.7750639,34.63958047
2022,2022-03-10 11:00,주,목,1,0,0,0,0,경기,안산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,941519,1924167,126.8400078,37.3146445
2022,2022-03-10 19:00,야,목,1,0,0,0,0,충남,당진시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,937199,1874243,126.7954355,36.86436728
2022,2022-03-10 19:00,야,목,1,0,0,0,0,제주,제주시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,이륜차,901937,1497068,126.4447556,33.46090744
2022,2022-03-10 19:00,야,목,1,0,0,0,0,대전,서구,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,개인형이동장치(PM),없음,988241,1817312,127.3689427,36.35314946
2022,2022-03-11 7:00,주,금,1,1,1,0,0,강원,평창군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,지하차도(도로)내,승용차,승용차,1084140,1943193,128.4517042,37.48414861
2022,2022-03-11 11:00,주,금,1,0,0,0,0,경남,함양군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1028597,1726968,127.8154653,35.53826496
2022,2022-03-11 13:00,주,금,1,0,0,0,0,경기,여주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,1011997,1920482,127.6353375,37.28319115
2022,2022-03-12 15:00,주,토,1,0,0,0,0,경북,영천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1118764,1784094,128.8184696,36.04648956
2022,2022-03-12 16:00,주,토,1,0,0,0,0,전북,무주군,차량단독,전도,전도,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,1025749,1779724,127.785745,36.01400006
2022,2022-03-12 16:00,주,토,1,0,0,0,0,경북,영주시,차량단독,전도,전도,안전운전 의무 불이행,기타,기타,농기계,없음,1101752,1883808,128.6427772,36.94718123
2022,2022-03-12 18:00,야,토,1,0,0,0,0,경북,상주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1071414,1821136,128.2962463,36.38504226
2022,2022-03-12 18:00,야,토,1,0,0,0,0,광주,북구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,자전거,947534,1686314,126.9238445,35.17073386
2022,2022-03-12 20:00,야,토,1,0,0,0,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,968351,1949133,127.1417442,37.54097947
2022,2022-03-12 23:00,야,토,1,0,0,0,0,경기,김포시,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,934863,1954687,126.7621993,37.5892783
2022,2022-03-13 3:00,야,일,1,0,0,0,0,경남,거제시,차대사람,기타,기타,안전운전 의무 불이행,단일로,고가도로위,승용차,보행자,1108022,1658266,128.682508,34.91343111
2022,2022-03-14 5:00,야,월,1,0,0,0,0,경북,영덕군,차대사람,차도통행중,차도통행중,안전거리 미확보,단일로,기타단일로,승용차,보행자,1168772,1815818,129.380232,36.32496034
2022,2022-03-14 8:00,주,월,1,0,0,0,0,경남,거제시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로부근,승합차,승용차,1103209,1654727,128.6293929,34.88202529
2022,2022-03-14 14:00,주,월,1,0,0,0,0,울산,울주군,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로내,이륜차,승용차,1163825,1716857,129.3047933,35.43401869
2022,2022-03-14 15:00,주,월,1,0,0,0,0,경남,함양군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,사륜오토바이(ATV),화물차,1014717,1711168,127.6620641,35.3961043
2022,2022-03-14 19:00,야,월,1,2,0,2,0,충남,서천군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,927095,1790329,126.690002,36.10721547
2022,2022-03-14 20:00,야,월,1,0,0,0,0,경기,남양주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,986433,1962588,127.3461756,37.6626994
2022,2022-03-15 5:00,야,화,1,0,0,0,0,경남,남해군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,1047266,1651325,128.0170643,34.85549436
2022,2022-03-15 6:00,주,화,1,0,0,0,0,대전,유성구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,983066,1822351,127.3111563,36.39850052
2022,2022-03-15 7:00,주,화,1,0,0,0,0,경기,평택시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,968440,1888842,127.14531,36.99752881
2022,2022-03-15 7:00,주,화,1,0,0,0,0,대구,달서구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,승용차,1091801,1759530,128.5163471,35.82797274
2022,2022-03-15 8:00,주,화,1,0,0,0,0,전남,광양시,차량단독,전도,전도,안전운전 의무 불이행,기타,기타,특수차,없음,1022754,1665126,127.7492959,34.98078899
2022,2022-03-15 14:00,주,화,1,0,0,0,0,강원,인제군,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,화물차,없음,1045604,1997109,128.0192301,37.97279771
2022,2022-03-15 14:00,주,화,1,0,0,0,0,경남,진주시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,이륜차,1051171,1686816,128.0619662,35.17532707
2022,2022-03-15 15:00,주,화,1,1,1,0,0,경남,밀양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,농기계,1132357,1733388,128.9609327,35.58770876
2022,2022-03-15 16:00,주,화,1,0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,949737,1770892,126.9427838,35.93341808
2022,2022-03-15 17:00,주,화,1,0,0,0,0,경북,고령군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,1067145,1742768,128.2419957,35.6788523
2022,2022-03-15 17:00,주,화,1,0,0,0,0,인천,중구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,923288,1940789,126.6325548,37.46312904
2022,2022-03-15 19:00,야,화,1,0,0,0,0,경기,화성시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,기타,기타,승용차,없음,931175,1906701,126.7248923,37.15651058
2022,2022-03-15 20:00,야,화,1,0,0,0,0,전남,광양시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,1020620,1671895,127.7260835,35.04187322
2022,2022-03-16 7:00,주,수,1,0,0,0,0,충남,당진시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,914124,1890012,126.5347951,37.00468088
2022,2022-03-16 8:00,주,수,1,0,0,0,0,대구,서구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,원동기장치자전거,1093662,1763517,128.5374156,35.86373835
2022,2022-03-16 11:00,주,수,1,1,0,1,0,경기,광주시,차대차,기타,기타,안전운전 의무 불이행,기타,기타,승용차,이륜차,972719,1935576,127.1916902,37.41892221
2022,2022-03-16 11:00,주,수,1,0,0,0,0,광주,북구,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,948940,1687850,126.9391888,35.18465603
2022,2022-03-16 12:00,주,수,1,0,0,0,0,경기,시흥시,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,이륜차,특수차,929853,1928249,126.7079745,37.35062832
2022,2022-03-16 14:00,주,수,1,1,0,1,0,강원,홍천군,차대차,정면충돌,정면충돌,중앙선 침범,기타,기타,화물차,이륜차,1089217,1985619,128.514314,37.86601481
2022,2022-03-16 16:00,주,수,1,0,0,0,0,경북,구미시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,개인형이동장치(PM),없음,1076356,1794892,128.3487788,36.14808449
2022,2022-03-16 21:00,야,수,1,0,0,0,0,경남,함안군,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,1089943,1696989,128.4888327,35.26432094
2022,2022-03-17 2:00,야,목,1,0,0,0,0,대전,서구,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,987360,1817331,127.3591234,36.35330958
2022,2022-03-17 3:00,야,목,1,0,0,0,0,충남,천안시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,967442,1881441,127.1344132,36.93077993
2022,2022-03-17 8:00,주,목,1,0,0,0,0,경북,영주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1092183,1875915,128.5343634,36.8770264
2022,2022-03-17 9:00,주,목,1,0,0,0,0,충남,보령시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,911975,1812625,126.5195302,36.30694523
2022,2022-03-17 20:00,야,목,1,1,1,0,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,농기계,948266,1889367,126.9185551,37.00136716
2022,2022-03-17 20:00,야,목,1,0,0,0,0,인천,남동구,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,승합차,보행자,932648,1934577,126.738954,37.40787
2022,2022-03-17 22:00,야,목,1,0,0,0,0,전남,무안군,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,905427,1646601,126.4660115,34.80960081
2022,2022-03-17 23:00,야,목,1,0,0,0,0,서울,성북구,차량단독,공작물충돌,공작물충돌,기타,단일로,터널안,이륜차,없음,957267,1953795,127.0160089,37.58255196
2022,2022-03-18 0:00,야,금,1,0,0,0,0,서울,영등포구,차량단독,전도,전도,기타,교차로,교차로부근,승용차,없음,947436,1944663,126.9053227,37.49973514
2022,2022-03-18 2:00,야,금,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1106497,1695104,128.6705517,35.24570329
2022,2022-03-18 10:00,주,금,1,1,0,1,0,인천,연수구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,927732,1930559,126.6838032,37.37128551
2022,2022-03-18 18:00,야,금,1,0,0,0,0,경북,포항시,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승용차,보행자,1167584,1785550,129.3605387,36.05242657
2022,2022-03-18 23:00,야,금,1,0,0,0,0,광주,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,946549,1684594,126.9131397,35.15517317
2022,2022-03-19 4:00,야,토,1,0,0,0,0,경기,안산시,차대차,추돌,추돌,기타,단일로,기타단일로,승용차,원동기장치자전거,941543,1925661,126.8401609,37.32811194
2022,2022-03-19 10:00,주,토,1,0,0,0,0,인천,부평구,차대사람,길가장자리구역통행중,길가장자리구역통행중,보행자 보호의무 위반,교차로,교차로내,화물차,보행자,931869,1945685,126.7291253,37.50792847
2022,2022-03-19 14:00,주,토,1,0,0,0,0,충남,청양군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,931279,1828997,126.7330809,36.45610162
2022,2022-03-19 17:00,주,토,1,0,0,0,0,충남,아산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,961575,1877193,127.0687511,36.89226612
2022,2022-03-19 20:00,야,토,1,0,0,0,0,서울,강남구,차대차,추돌,추돌,기타,단일로,기타단일로,승용차,이륜차,960701,1944850,127.0553801,37.50208078
2022,2022-03-20 12:00,주,일,1,0,0,0,0,경북,포항시,차량단독,전도,전도,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,1165934,1792045,129.343595,36.1112368
2022,2022-03-20 13:00,주,일,1,0,0,0,0,경남,창원시(통합),차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1100086,1701730,128.6009059,35.30610008
2022,2022-03-20 15:00,주,일,1,0,0,0,0,경북,성주군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,1069359,1769013,128.2687359,35.91530922
2022,2022-03-20 16:00,주,일,1,0,0,0,0,인천,계양구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,이륜차,930209,1953592,126.7095927,37.57906815
2022,2022-03-20 18:00,야,일,1,1,0,1,0,경기,파주시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,935840,1972985,126.7716547,37.75426088
2022,2022-03-20 19:00,야,일,1,1,0,1,0,전남,광양시,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,1017263,1660523,127.6890407,34.93939027
2022,2022-03-21 10:00,주,월,1,0,0,0,0,경기,수원시,차대차,정면충돌,정면충돌,기타,교차로,교차로내,화물차,이륜차,956156,1917195,127.0055996,37.25260725
2022,2022-03-21 11:00,주,월,1,0,0,0,0,전북,부안군,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,929559,1748482,126.7210833,35.73013721
2022,2022-03-21 14:00,주,월,1,0,0,0,0,충남,천안시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,968544,1865787,127.1474359,36.78970485
2022,2022-03-21 18:00,야,월,1,0,0,0,0,대구,달성군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,특수차,이륜차,1083257,1764249,128.4222588,35.87127715
2022,2022-03-21 19:00,야,월,1,0,0,0,0,강원,원주시,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,승용차,보행자,1041205,1935865,127.9656808,37.42101201
2022,2022-03-22 4:00,야,화,1,1,0,0,1,경기,평택시,차량단독,공작물충돌,공작물충돌,기타,교차로,교차로내,승용차,없음,961749,1885827,127.0702672,36.97010249
2022,2022-03-22 12:00,주,화,1,0,0,0,0,인천,부평구,차대사람,기타,기타,기타,교차로,교차로부근,승용차,보행자,931160,1946639,126.7210146,37.51647407
2022,2022-03-22 16:00,주,화,1,0,0,0,0,광주,동구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,947216,1684282,126.9204826,35.15239519
2022,2022-03-22 20:00,야,화,1,0,0,0,0,강원,삼척시,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,승용차,없음,1147447,1939145,129.1667393,37.43974058
2022,2022-03-22 23:00,야,화,1,0,0,0,0,경기,성남시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,967143,1935612,127.1286738,37.41906556
2022,2022-03-23 0:00,야,수,1,0,0,0,0,전남,순천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1001217,1665553,127.5133343,34.98489463
2022,2022-03-23 3:00,야,수,1,1,1,0,0,경남,사천시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,화물차,1054189,1660689,128.0934018,34.93958502
2022,2022-03-23 7:00,주,수,1,0,0,0,0,경남,김해시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1120259,1709525,128.8238983,35.37414502
2022,2022-03-23 11:00,주,수,1,1,1,0,0,경남,함안군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1092630,1701968,128.5189318,35.30896453
2022,2022-03-23 17:00,주,수,1,0,0,0,0,서울,영등포구,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,승용차,자전거,948518,1946420,126.9174402,37.5156323
2022,2022-03-23 17:00,주,수,1,0,0,0,0,전남,순천시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,건설기계,1001715,1665809,127.5187913,34.98720238
2022,2022-03-23 19:00,야,수,1,1,1,0,0,전남,고흥군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,983048,1609517,127.3153897,34.47943229
2022,2022-03-23 20:00,야,수,1,0,0,0,0,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,979893,1914480,127.2733366,37.22894935
2022,2022-03-24 2:00,야,목,1,0,0,0,0,서울,은평구,차량단독,전복,전복,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,947857,1954002,126.9094219,37.58393258
2022,2022-03-24 5:00,야,목,1,0,0,0,0,대전,유성구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,자전거,986352,1815003,127.3479298,36.33230797
2022,2022-03-24 13:00,주,목,1,0,0,0,0,전북,전주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,968119,1757492,127.1470986,35.8133771
2022,2022-03-24 13:00,주,목,1,0,0,0,0,경남,거제시,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,승용차,이륜차,1092580,1656942,128.5133444,34.90302095
2022,2022-03-24 19:00,야,목,1,0,0,0,0,경북,영천시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,승용차,1130562,1776335,128.9481304,35.9750457
2022,2022-03-24 23:00,야,목,1,0,0,0,0,서울,도봉구,차대사람,기타,기타,신호위반,교차로,교차로횡단보도내,승용차,보행자,960615,1961553,127.0535091,37.65262584
2022,2022-03-25 10:00,주,금,1,1,0,1,0,경기,김포시,차대차,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,승합차,화물차,927287,1961402,126.6757265,37.64923002
2022,2022-03-25 13:00,주,금,1,0,0,0,0,강원,양구군,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1043248,2011108,127.9932519,38.09907919
2022,2022-03-25 16:00,주,금,1,0,0,0,0,전남,순천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1002748,1659886,127.5300903,34.93378945
2022,2022-03-25 18:00,야,금,1,4,2,2,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,945429,1894659,126.8862877,37.04890811
2022,2022-03-25 19:00,야,금,1,0,0,0,0,충북,청주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,이륜차,999722,1845694,127.4968914,36.6090912
2022,2022-03-25 20:00,야,금,1,0,0,0,0,경북,영주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,기타,기타,화물차,없음,1106826,1871339,128.6979947,36.83424092
2022,2022-03-25 22:00,야,금,1,0,0,0,0,전북,전주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,962389,1764420,127.0833461,35.8756366
2022,2022-03-26 0:00,야,토,1,1,1,0,0,충북,괴산군,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,승용차,없음,1041082,1869628,127.9606585,36.82396057
2022,2022-03-26 1:00,야,토,1,1,0,1,0,경기,시흥시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,934544,1935204,126.7603207,37.41365714
2022,2022-03-26 4:00,야,토,1,0,0,0,0,충북,청주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1003734,1859634,127.5418215,36.73475199
2022,2022-03-26 6:00,주,토,1,1,1,0,0,서울,강남구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승합차,승용차,961759,1944734,127.0673558,37.50107967
2022,2022-03-26 12:00,주,토,1,2,0,2,0,경남,거창군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1040868,1745090,127.9517466,35.70122713
2022,2022-03-26 16:00,주,토,1,0,0,0,0,울산,울주군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,1146958,1733334,129.1220312,35.58516113
2022,2022-03-26 18:00,야,토,1,4,3,1,0,울산,북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,1171266,1728259,129.3891327,35.53551847
2022,2022-03-26 23:00,야,토,1,0,0,0,0,경남,창원시(통합),차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,1091554,1694484,128.5062625,35.24159066
2022,2022-03-26 23:00,야,토,1,0,0,0,0,경기,파주시,차대차,기타,기타,신호위반,단일로,기타단일로,승용차,승용차,937497,1983205,126.789582,37.8464835
2022,2022-03-27 17:00,주,일,1,2,1,1,0,경북,의성군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,승합차,1106996,1806230,128.6908655,36.24738389
2022,2022-03-27 17:00,주,일,1,1,0,1,0,경북,영주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,교량위,이륜차,승용차,1105573,1863547,128.6828651,36.76415388
2022,2022-03-27 21:00,야,일,1,0,0,0,0,전남,목포시,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,900472,1646293,126.4118823,34.8063515
2022,2022-03-27 21:00,야,일,1,0,0,0,0,대구,남구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1099055,1762733,128.5970424,35.85614037
2022,2022-03-28 4:00,야,월,1,0,0,0,0,경기,시흥시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,935969,1928290,126.7770211,37.35144004
2022,2022-03-28 7:00,주,월,1,0,0,0,0,전남,광양시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1021034,1662455,127.730384,34.95674071
2022,2022-03-28 11:00,주,월,1,0,0,0,0,전북,순창군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,없음,971524,1710557,127.1864443,35.39029681
2022,2022-03-28 20:00,야,월,1,1,0,1,0,전북,무주군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1012928,1775951,127.6434052,35.98023757
2022,2022-03-28 22:00,야,월,1,0,0,0,0,광주,남구,차대사람,기타,기타,기타,교차로,교차로부근,승용차,보행자,945710,1683866,126.9039763,35.14856402
2022,2022-03-29 1:00,야,화,1,1,0,1,0,충남,당진시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,929658,1877828,126.7105073,36.89615
2022,2022-03-29 5:00,야,화,1,1,1,0,0,경기,광주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,976419,1930111,127.2336788,37.36976382
2022,2022-03-29 10:00,주,화,1,1,0,1,0,경기,화성시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,건설기계,929054,1910563,126.700641,37.19116127
2022,2022-03-29 12:00,주,화,1,1,0,1,0,경기,안양시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,946303,1935982,126.893138,37.42142616
