"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"53","일반유원시설업","03_07_09_P","5080000","CDFI5271002011000001","2011-12-15","","03","폐업","03","폐업","2016-11-07","","","","","","730-923","경상북도 구미시 원평동 306-8번지","경상북도 구미시 문화로 44 (원평동)","39225","노리존","2016-11-08 08:49:16","I","2018-08-31 23:59:59","","320159.179891865","292760.659922202","허가유원시설업","","일반상업지역","2","기타","","","기타","2","","","","","","","","","","","","","33","타가다디스코 1종","","Y","Y","","Y","","","","","","","33",
"54","일반유원시설업","03_07_09_P","5080000","CDFI5271002014000002","2014-01-07","","03","폐업","03","폐업","2014-03-03","","","","054-476-6857","","730-853","경상북도 구미시 산동면 봉산리 567-1번지","경상북도 구미시 산동면 첨단기업1로 49","730-853","구미코 키즈파크","2014-03-06 19:20:18","I","2018-08-31 23:59:59","","329730.443718141","294416.132613245","허가유원시설업","","일반공업지역","3","","","","문화시설","2","1","","","","","","","","","","","","3402","14대(안전성검사대상 2대,비검사대상 12대)","","Y","Y","Y","Y","","","","","","","3402",
"55","일반유원시설업","03_07_09_P","5080000","CDFI5271002017000001","2017-09-09","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 원평동 306-8","경상북도 구미시 문화로 44 (원평동)","39225","야시디팡","2025-03-17 10:08:27","U","2025-03-19 02:40:00","","320159.179891865","292760.659922202","허가유원시설업","","일반상업지역","2","기타","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"56","일반유원시설업","03_07_09_P","5090000","CDFI5271002012000001","2012-06-22","","02","휴업","02","휴업","","2024-09-27","2025-06-20","","054-604-1700","","750-804","경상북도 영주시 풍기읍 창락리 430","경상북도 영주시 풍기읍 죽령로 1400","750-804","소백산풍기온천리조트","2024-10-25 13:24:05","U","2024-10-27 02:40:00","","331806.637746182","377337.786334852","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사대상 유기기구 2종","0","Y","Y","Y","Y","","","0","","","","0",
"57","일반유원시설업","03_07_09_P","5090000","CDFI5271002016000001","2016-08-02","","03","폐업","03","폐업","2016-08-16","","","","632-7133","","","경상북도 영주시 문정동 산 50","","","문정동 야외수영장 내","2023-09-25 17:10:52","U","2023-09-27 02:40:00","","343750.155962471","367892.535179931","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","5","0","","","","","","","0","","","","0",
"58","일반유원시설업","03_07_09_P","5090000","CDFI5271002018000001","2018-06-19","","03","폐업","03","폐업","2021-12-24","","","","634-7733","","","경상북도 영주시 가흥동 1722","경상북도 영주시 대학로240번길 6, 6층 (가흥동)","36136","영주온천랜드","2021-12-28 13:15:41","U","2021-12-30 02:40:00","","343165.35877902","369563.356794529","허가유원시설업","","일반상업지역","6","","","","체육시설","6","2","","","","","","","","","","","","713.7","2개소","","Y","","","Y","","","","","","","714",
"59","일반유원시설업","03_07_09_P","5090000","CDFI5271002024000002","2024-10-08","","03","폐업","03","폐업","2024-10-14","","","","","","","경상북도 영주시 풍기읍 성내리 240-1 2024경북영주풍기인삼축제장","","","스토리 바운스","2024-10-15 15:58:01","U","2024-10-17 02:40:00","","335600.778485337","375213.915760422","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"60","일반유원시설업","03_07_09_P","5090000","CDFI5271002024000001","2024-07-26","","03","폐업","03","폐업","2024-08-05","","","","","","","경상북도 영주시 문정동 706 시원축제장","경상북도 영주시 한정로 126 (문정동)","36142","카니발 랜드","2024-08-29 17:45:59","U","2024-08-31 02:40:00","","344055.940798461","367765.440346559","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","2종","0","Y","Y","Y","Y","","","0","","","","0",
"61","일반유원시설업","03_07_09_P","5090000","CDFI5271001991000001","1991-10-21","","01","영업/정상","13","영업중","","","","","054-637-5000","","750-863","경상북도 영주시 장수면 화기리 683","경상북도 영주시 장수면 충효로2032번길 46","36146","장수조이월드","2024-05-21 09:27:07","U","2024-05-23 02:40:00","","339398.883674585","363887.464030724","허가유원시설업","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","0","안전성검사 대상 - 7종, 비대상 - 4종","0","Y","","","Y","","","0","","","","0",
"62","일반유원시설업","03_07_09_P","5090000","CDFI5271002022000001","2022-09-29","","01","영업/정상","13","영업중","","","","","054-630-9700","","","경상북도 영주시 순흥면 청구리 303 선비세상","경상북도 영주시 순흥면 선비세상로 1, 선비세상","36013","선비세상","2024-12-26 17:07:18","U","2024-12-28 02:40:00","","341268.837816234","382246.052378683","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","무궤도열차 2대, 배터리카 5대, 미니에어바운스 1대","3","","","","","","","0","","","","0",
"63","일반유원시설업","03_07_09_P","5100000","CDFI5271002023000001","2023-10-06","","03","폐업","03","폐업","2023-10-10","","","","","","","경상북도 영천시 화북면 정각리 689","경상북도 영천시 화북면 별빛로 681-32","38812","캠프마을","2023-10-10 11:22:21","U","2023-10-12 02:40:00","","379664.831661698","295140.314504246","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","1종 1개","0","","","","","","","0","","","","0",
"64","일반유원시설업","03_07_09_P","5110000","CDFI5271002003000001","2003-04-19","","03","폐업","03","폐업","2024-04-01","","","","","","742-961","경상북도 상주시 사벌국면 삼덕리 3-3","","","경천대어린이랜드","2024-04-04 09:07:35","U","2024-04-06 02:40:00","","311476.342078573","328933.247128905","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"65","일반유원시설업","03_07_09_P","5110000","CDFI5271002022000001","2022-02-28","","01","영업/정상","13","영업중","","","","","054-537-7122","","","경상북도 상주시 사벌국면 삼덕리 산 23-23","경상북도 상주시 사벌국면 경천로 683-38","37128","낙동강 자전거이야기촌","2024-01-11 09:08:22","U","2024-01-13 02:40:00","","310746.968691986","329465.682171128","허가유원시설업","","관리지역","2","기타","","","기타","0","0","0","0","","","0","0","","0","0","","0","0","2종","0","Y","Y","Y","Y","","","0","","","","0",
"66","일반유원시설업","03_07_09_P","5120000","CDFI5271002023000001","2023-08-04","","03","폐업","03","폐업","2023-08-09","","","","","","","경상북도 문경시 흥덕동 69-1","","","영강 어린이 물놀이장","2023-11-03 10:04:36","U","2023-11-05 02:40:00","","308564.892504439","345365.367386818","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","4","0","","","","","","","0","","","","0",
"67","일반유원시설업","03_07_09_P","5120000","CDFI5271002019000001","2019-08-01","","03","폐업","03","폐업","","","","","054-460-5000","","","경상북도 문경시 농암면 내서리 257-2","경상북도 문경시 농암면 청화로 509","37003","stx리조트","2021-03-08 09:35:30","U","2021-03-10 02:40:00","","286252.247977551","341315.794122345","허가유원시설업","","주거지역","","","","","","","","","","","","","","","","","","","","에어바운스 1대, 미니에어바운스 1대","","","","","","","","","","","","",
"68","일반유원시설업","03_07_09_P","5120000","CDFI5271002024000001","2024-07-25","","03","폐업","03","폐업","2024-08-18","","","","","","","경상북도 문경시 흥덕동 69-1","","","영강 어린이 물놀이장","2024-09-11 16:24:54","U","2024-09-14 02:40:00","","308564.892504439","345365.367386818","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","6","0","","","","","","","0","","","","0",
"69","일반유원시설업","03_07_09_P","5120000","CDFI5271002018000001","2018-07-26","","03","폐업","03","폐업","2018-08-26","","","","054-572-6854","","","경상북도 문경시 가은읍 왕능리 432-5 문경에코랄라","경상북도 문경시 가은읍 왕능길 112, 문경에코랄라","36995","문경에코랄라 워터랜드","2021-01-18 16:29:20","U","2021-01-20 02:40:00","","294871.732502921","350799.155019672","허가유원시설업","","자연녹지지역","","기타","","","","","","","","","","","","","","","","","","미니워터에어바운스(3)","","Y","Y","Y","Y","","","","","","","",
"70","일반유원시설업","03_07_09_P","5120000","CDFI5271002020000001","2020-07-29","","03","폐업","03","폐업","","","","","054-460-5001","","","경상북도 문경시 농암면 내서리 257-2","경상북도 문경시 농암면 청화로 509","37003","stx리조트 (물놀이시설)","2021-03-08 09:35:50","U","2021-03-10 02:40:00","","286252.247977551","341315.794122345","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","미니워터에어바운스1종, 워터에어바운스 1종","","Y","","","Y","","","","","","","",
"71","일반유원시설업","03_07_09_P","5120000","CDFI5271002020000002","2020-09-29","","03","폐업","03","폐업","2022-12-31","","","","054-572-6854","","","경상북도 문경시 가은읍 왕능리 480-4","경상북도 문경시 가은읍 왕능길 114","36995","해피데이환타지월드","2023-02-07 10:53:41","U","2023-02-09 02:40:00","","294668.195534827","350925.553364357","허가유원시설업","","주거지역","","","","","","","","","","","","","","","","","","","","전기기차(무궤도열차), 회전목마, 미니바이킹, 미니기차","","","","","","","","","","","","",
"72","일반유원시설업","03_07_09_P","5120000","CDFI5271002021000001","2021-03-04","","03","폐업","03","폐업","2024-12-03","","","","054-553-3108","","","경상북도 문경시 가은읍 왕능리 538-1","경상북도 문경시 가은읍 대야로 2445","36996","가은역 꼬마열차","2024-12-04 17:49:28","U","2024-12-06 02:40:00","","294803.296500628","350265.63036015","허가유원시설업","","주거지역","","","","","","","","","","","","","","","","","","","","꼬마열차","","","","","","","","","","","","",
"73","일반유원시설업","03_07_09_P","5120000","CDFI5271002018000002","2018-08-03","","01","영업/정상","13","영업중","","","","","054-550-3107","","","경상북도 문경시 마성면 신현리 116-7","경상북도 문경시 마성면 진남1길 155, 진남역, 구랑리역, 가은역, 문경역","36923","문경철로자전거","2025-03-06 08:58:39","U","2025-03-08 02:40:00","","300814.047238488","350967.240926433","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","1","0","Y","Y","Y","Y","","","0","","","","0",
"74","일반유원시설업","03_07_09_P","5120000","CDFI5271002021000002","2021-08-02","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 농암면 내서리 257-2","경상북도 문경시 농암면 청화로 509","37003","주식회사 씨앤비레저산업개발","2023-07-21 18:14:53","U","2023-07-23 02:40:00","","286252.247977551","341315.794122345","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"75","일반유원시설업","03_07_09_P","5120000","CDFI5271002021000003","2021-08-09","","01","영업/정상","13","영업중","","","","","054-572-6854","","","경상북도 문경시 가은읍 왕능리 480-4","경상북도 문경시 가은읍 왕능길 114","36995","문경 에코월드","2024-12-24 10:06:25","U","2024-12-28 02:40:00","","294668.195534827","350925.553364357","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"76","일반유원시설업","03_07_09_P","5130000","CDFI5271002019000001","2019-05-20","","02","휴업","02","휴업","","","","","053-852-8800","","","경상북도 경산시 와촌면 음양리 3-2","경상북도 경산시 와촌면 팔공로 237-14","38403","갓바위워터피아온천(주)","2023-12-28 15:34:02","U","2023-12-30 02:40:00","","359522.680680094","274965.043653734","허가유원시설업","","일반상업지역","4","기타","","","","3","1","0","0","","","0","0","","0","0","","0","1257","튜브슬라이드, 바디슬라이드,유수풀,파도풀","0","Y","Y","Y","Y","","","0","","","","1257",
"77","일반유원시설업","03_07_09_P","5130000","CDFI5271002010000002","2010-06-11","","02","휴업","02","휴업","","","","","053-817-5500","","712-823","경상북도 경산시 압량읍 금구리 371","경상북도 경산시 압량읍 금구길 23","38482","워터파크 펀펀비치","2023-12-28 15:33:04","U","2023-12-30 02:40:00","","359321.858518313","262950.038808088","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","튜브슬라이드,레이싱슬라이드,슈퍼볼,바디슬라이드,스피드슬라이드,프리폴슬라이드,파도풀,웨이브리버,아쿠아플레이풀","0","Y","","Y","Y","","","0","","","","0",
"78","일반유원시설업","03_07_09_P","5130000","CDFI5271002010000003","2010-08-05","","02","휴업","02","휴업","","2019-07-01","2020-06-30","","053-811-1700","","712-882","경상북도 경산시 남천면 금곡리 668-14번지","경상북도 경산시 남천면 남천로 305-61","38696","경산스파월드","2019-11-20 09:21:43","U","2019-11-22 02:40:00","","356929.17840946","252553.184518251","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","1종","","Y","","Y","Y","","","","","","","",
"79","일반유원시설업","03_07_09_P","5130000","CDFI5271002010000001","2010-05-07","2010-07-31","04","취소/말소/만료/정지/중지","30","허가취소","","","","","","","712-280","경상북도 경산시 중산동 376-3번지","","","카니발랜드","2010-08-05 16:18:29","I","2018-08-31 23:59:59","","","","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사 대상:6종비안전성검사대상:7종","","Y","Y","","Y","","","","","","","",
"80","일반유원시설업","03_07_09_P","5150000","CDFI5271002018000001","2018-04-27","","03","폐업","03","폐업","2019-01-23","","","","054-830-6909","","","경상북도 의성군 금성면 초전리 223-5번지 조문국박물관","경상북도 의성군 금성면 초전1길 83, 조문국박물관","37350","조문국박물관 물놀이장","2019-01-23 17:04:31","U","2019-01-25 02:40:00","","349862.392302951","309720.354853238","허가유원시설업","","관리지역","","기타","","","기타","","","","","","","","","","","","","","","수중모험놀이","1","Y","","Y","Y","","","","","","","",
"81","일반유원시설업","03_07_09_P","5190000","CDFI5271002013000001","2013-08-28","","01","영업/정상","13","영업중","","","","","","","714-901","경상북도 청도군 화양읍 삼신리 893번지","경상북도 청도군 화양읍 이슬미로 272-23","38324","청도랜드","2019-01-17 10:14:09","U","2019-01-19 02:40:00","","355458.011637736","244116.403164146","허가유원시설업","","관리지역","","기타","","","유기장","","","","","","","","","","","","","","","미니바이킹1대, 미니기차1대,밧데리카6대,페달보터5대,범퍼보트5대.","","Y","","","Y","","","","","","","",
"82","일반유원시설업","03_07_09_P","5190000","CDFI5271002016000001","2016-06-30","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 청도읍 유호리 702","","","청도레일바이크","2024-12-11 13:00:47","U","2024-12-13 02:40:00","","360244.484853526","233412.193566171","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","레일바이크,","1","Y","","","","","","0","","","","0",
"83","일반유원시설업","03_07_09_P","5190000","CDFI5271002021000001","2021-02-01","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 화양읍 삼신리 1011","경상북도 청도군 화양읍 남성현로 350-30","38324","(주)군파크레저","2025-01-14 10:35:24","U","2025-01-16 02:40:00","","356157.785869843","244398.528147896","허가유원시설업","","관리지역","0","기타","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","루지 300대","1","Y","Y","Y","Y","","","0","","","","0",
"84","일반유원시설업","03_07_09_P","5200000","CDFI5271002017000001","2017-07-19","","03","폐업","03","폐업","2023-03-02","","","","054-950-7007","","","경상북도 고령군 대가야읍 지산리 471-1","경상북도 고령군 대가야읍 대가야로 1216 (대가야역사테마관광지)","40140","대가야역사테마관광지 물놀이장","2023-02-27 19:24:54","U","2023-03-01 02:40:00","","314024.674456001","247263.935715546","허가유원시설업","","","","기타","","","","","","","","","","","","","","","","","285","1종-물놀이형 조합놀이대(수중모혐놀이)","","Y","","Y","Y","","","","","","","285",
"85","일반유원시설업","03_07_09_P","5200000","CDFI5271002016000001","2016-06-24","","01","영업/정상","13","영업중","","","","","054-954-5555","","","경상북도 고령군 덕곡면 가륜리 239","","","예마을 물놀이장","2025-02-07 21:17:13","U","2025-02-09 02:40:00","","309561.970276023","255319.337554649","허가유원시설업","","관리지역","0","기타","","","유기장","0","0","0","0","","","0","0","","0","0","","0","0","유수풀","0","Y","Y","Y","Y","","","0","","","","0",
"86","일반유원시설업","03_07_09_P","5200000","CDFI5271002015000001","2015-08-21","","04","취소/말소/만료/정지/중지","35","직권말소","2016-06-24","","","","054-954-5555","","","경상북도 고령군 덕곡면 가륜리 239","","","예마을 물놀이장","2022-08-11 15:24:42","U","2022-08-13 02:40:00","","309561.970276023","255319.337554649","허가유원시설업","","관리지역","0","기타","","","유기장","0","0","0","0","","","0","0","","0","0","","0","0","3개","0","Y","Y","Y","Y","","","0","","","","0",
"87","일반유원시설업","03_07_09_P","5220000","CDFI5271002020000001","2020-11-26","","03","폐업","03","폐업","2023-09-04","","","","","","","경상북도 칠곡군 석적읍 중지리 산 36-2 호국문화체험장","경상북도 칠곡군 석적읍 강변대로 1592, 호국문화체험장","39848","칠곡보사계절썰매장(케이원거인기획)","2023-09-11 09:38:34","U","2023-09-13 02:40:00","","326678.289009215","280707.616235826","허가유원시설업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사(3종)-미니바이킹,에어바운스돔,UFO 확인검사(4종)-전동카(15),로보카(2),VR4인승(1), 미니라이더(3)","0","","","","","","","0","","","","0",
"88","일반유원시설업","03_07_09_P","5220000","CDFI5271002023000002","2023-07-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 석적읍 도개리 949-1","경상북도 칠곡군 석적읍 도개6길 30","39847","도개스파","2023-07-27 16:08:26","I","2023-07-29 00:18:58","","332488.74388765","283880.81386427","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성 검사: 워터슬라이드 (1)","0","","","","","","","0","","","","0",
"89","일반유원시설업","03_07_09_P","5220000","CDFI5271002023000001","2023-07-07","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 약목면 덕산리 88","경상북도 칠곡군 약목면 강변서로 180","39819","칠곡보 야외물놀이장","2023-07-07 11:17:24","I","2023-07-09 00:19:03","","325847.618731412","281488.949970394","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","유수풀 1","1","","","","","","","0","","","","0",
"90","일반유원시설업","03_07_09_P","5220000","CDFI5271002023000003","2023-09-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 석적읍 중지리 339-1","경상북도 칠곡군 석적읍 석적로 234","39848","칠곡보사계절썰매장","2023-10-31 18:10:25","U","2023-11-02 02:40:00","","326520.152120958","280812.877930057","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성 검사-에어바운스돔(1),플라잉카(1)  확인검사-배터리카(5)","0","Y","","Y","Y","","","0","","","","0",
"91","일반유원시설업","03_07_09_P","5220000","CDFI5271002024000002","2024-07-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 석적읍 도개리 949-1","경상북도 칠곡군 석적읍 도개6길 30","39847","도개스파","2024-07-26 17:15:09","I","2024-07-28 00:14:06","","332488.74388765","283880.81386427","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","워터슬라이드(1) 미니워터슬라이드(2)","0","","","","","","","0","","","","0",
"92","일반유원시설업","03_07_09_P","5220000","CDFI5271002024000001","2024-07-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 약목면 덕산리 88","경상북도 칠곡군 약목면 강변서로 180","39819","칠곡보야외물놀이장","2024-07-16 18:16:56","I","2024-07-18 00:13:45","","325847.618731412","281488.949970394","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","유수풀(1)","0","","","","","","","0","","","","0",
"93","일반유원시설업","03_07_09_P","5220000","CDFI5271002021000001","2021-01-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 석적읍 중지리 산 33","경상북도 칠곡군 석적읍 강변대로 1580","39848","칠곡호국평화기념관","2024-01-11 16:40:52","U","2024-01-13 02:40:00","","326447.856242208","280678.678801746","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사 유기기구 2종","0","Y","Y","Y","Y","","","0","","","","0",
"94","일반유원시설업","03_07_09_P","5230000","CDFI5271002024000003","2024-08-16","","03","폐업","03","폐업","2024-08-18","","","","054-650-6031","","","경상북도 예천군 예천읍 남본리 310-1","","","2024 예천곤충축제 유원시설","2024-08-19 14:50:31","U","2024-08-21 02:40:00","","329688.086355164","350983.160765137","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","5","0","","","","","","","0","","","","0",
"95","일반유원시설업","03_07_09_P","5230000","CDFI5271002024000002","2024-07-25","","03","폐업","03","폐업","2024-08-18","","","","054-650-6424","","","경상북도 예천군 예천읍 남본리 310-1","","","2024 한천어린이 물놀이장","2024-08-19 14:50:49","U","2024-08-21 02:40:00","","329688.086355164","350983.160765137","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"96","일반유원시설업","03_07_09_P","5230000","CDFI5271002024000001","2024-05-03","","03","폐업","03","폐업","2024-05-06","","","","054-650-6031","","","경상북도 예천군 예천읍 남본리 310-1 한천체육공원","","","2024 예천활축제 유원시설","2024-05-07 08:55:29","U","2024-05-09 02:40:00","","329688.086355164","350983.160765137","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","6종","0","","","","","","","0","","","","0",
"97","일반유원시설업","03_07_09_P","5230000","CDFI5271002021000001","2021-08-09","","03","폐업","03","폐업","2021-08-12","","","","054-650-6424","","","경상북도 예천군 예천읍 남본리 310-1","","","예천군 어린이 물놀이장","2022-02-27 10:02:20","U","2022-03-01 02:40:00","","329688.086355164","350983.160765137","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전검사 대상 유기시설 또는 유기기구 1종, 안전검사 대상이 아닌 유기시설 또는 유기기구 2종","0","Y","","Y","Y","","","0","","","","0",
"98","일반유원시설업","03_07_09_P","5240000","CDFI5271002017000001","2017-07-28","","03","폐업","03","폐업","2017-08-07","","","","","","","경상북도 봉화군 봉화읍 내성리 506-0번지 봉화은어축제장","경상북도 봉화군 봉화읍 내성로1길 1","36238","카니발랜드","2017-08-07 11:02:50","I","2018-08-31 23:59:59","","354609.497811795","377811.979314802","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사대상 2종, 비대상 2종","","Y","Y","Y","Y","","","","","","","",
"99","일반유원시설업","03_07_09_P","5240000","CDFI5271002017000002","2017-07-28","","03","폐업","03","폐업","2017-08-07","","","","","","","경상북도 봉화군 봉화읍 내성리 506번지 봉화은어축제장","경상북도 봉화군 봉화읍 봉화로 1111 (봉화군청)","36239","(사)봉화군 축제위원회","2017-08-07 11:03:21","I","2018-08-31 23:59:59","","354609.497811795","377811.979314802","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성 검사대상 1종, 안전성 검사 비대상 3종","","","","","","","","","","","","",
"100","일반유원시설업","03_07_09_P","5240000","CDFI5271002018000001","2018-07-13","","03","폐업","03","폐업","2018-09-20","","","","054-674-2277","","","경상북도 봉화군 봉화읍 내성리 354-1번지 파인토피아봉화 워터파크","경상북도 봉화군 봉화읍 내성천2길 81, 파인토피아봉화 워터파크","36239","파인토피아 봉화워터파크","2018-10-16 11:01:21","U","2018-10-18 02:35:37","","354792.952921521","378211.058668401","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전검사 대상 유기시설 또는 유기기구 2종","","Y","Y","Y","Y","","","","","","","",
"101","일반유원시설업","03_07_09_P","5240000","CDFI5271002009000001","2009-08-06","","03","폐업","03","폐업","2009-08-30","","","","","","755-805","경상북도 봉화군 봉화읍 내성리 354-1번지","경상북도 봉화군 봉화읍 내성천2길 81","","봉화 물놀이장","2014-08-12 09:51:10","I","2018-08-31 23:59:59","","354792.952921521","378211.058668401","허가유원시설업","","일반주거지역","2","기타","","","기타","1","1","","","","","","","","","","","","","2종","","Y","","Y","Y","","","","","","","",
"102","일반유원시설업","03_07_09_P","5240000","CDFI5271002016000001","2016-07-29","","03","폐업","03","폐업","2016-08-07","","","","","","","경상북도 봉화군 봉화읍 해저리 613-24번지","","","봉화레져","2016-09-12 14:57:56","I","2018-08-31 23:59:59","","353043.505596043","378185.390634021","허가유원시설업","","","","기타","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"103","일반유원시설업","03_07_09_P","5240000","CDFI5271002016000002","2016-07-29","","03","폐업","03","폐업","2016-08-07","","","","043-269-3650","","","충청북도 청주시 서원구 남이면","충청북도 청주시 서원구 남이면 사동구암로 57-0","28183","주식회사 지에이치","2016-09-12 14:58:44","I","2018-08-31 23:59:59","","236599.142933852","341311.880923188","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","검사대상 1종 비검사대상 4종","","Y","","","","","","","","","","",
"104","일반유원시설업","03_07_09_P","5240000","CDFI5271002011000001","2011-07-11","","03","폐업","03","폐업","2011-08-22","","","","054-674-2277","","755-805","경상북도 봉화군 봉화읍 내성리 354-1번지","경상북도 봉화군 봉화읍 내성천2길 81","","봉화워터파크장","2014-08-12 09:52:24","I","2018-08-31 23:59:59","","354792.952921521","378211.058668401","허가유원시설업","","일반주거지역","1","주택가주변","","","체육시설","1","1","","","","","","","","","","","","","바디슬라이드, 사이드와인더","","Y","Y","Y","Y","","","","","","","",
"105","일반유원시설업","03_07_09_P","5240000","CDFI5271002012000001","2012-07-07","","03","폐업","03","폐업","2018-02-05","","","","054-674-2277","","755-806","경상북도 봉화군 봉화읍 내성리 394-1번지","경상북도 봉화군 봉화읍 내성천2길 81","36239","봉화 워터파크","2018-02-06 15:42:59","I","2018-08-31 23:59:59","","354662.701824554","377896.951949692","허가유원시설업","","일반주거지역","1","주택가주변","","","체육시설","1","","","","","","","","","","","","","","바디슬라이더, 사이더 와인더","2","Y","Y","Y","Y","","","","","","","",
"106","일반유원시설업","03_07_09_P","5240000","CDFI5271002019000002","2019-07-26","","03","폐업","03","폐업","2019-08-05","","","","","","","경상북도 봉화군 봉화읍 내성리 506번지","","","카니발랜드","2019-08-08 09:39:00","U","2019-08-10 02:40:00","","354609.497811795","377811.979314802","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사 대상 유기기구 3종, 안전성 검사 대상이 아닌 유기기구 1종","","Y","Y","Y","Y","","","","","","","",
"107","일반유원시설업","03_07_09_P","5240000","CDFI5271002019000001","2019-07-19","","03","폐업","03","폐업","2019-08-17","","","","","","","경상북도 봉화군 봉화읍 내성리 354-1번지 파인토피아봉화 워터파크","경상북도 봉화군 봉화읍 내성천2길 81, 파인토피아봉화 워터파크","36239","파인토피아 봉화워터파크장","2019-12-13 11:49:09","U","2019-12-15 02:40:00","","354792.952921521","378211.058668401","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성 검사 대상 기구 2종, 비검사 대상 2종","","Y","Y","Y","Y","","","","","","","",
"108","일반유원시설업","03_07_09_P","5240000","CDFI5271002024000001","2024-07-26","","03","폐업","03","폐업","2024-08-05","","","","","","","경상북도 봉화군 봉화읍 내성리 506","","","유캔스포츠","2024-08-22 11:40:34","U","2024-08-24 02:40:00","","354609.497811795","377811.979314802","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사 대상 유기기구3종","0","","","","","","","0","","","","0",
