"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"121","관광펜션업","03_11_02_P","5070000","CDFI3261092023000001","2023-03-30","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 풍산읍 회곡리 755-3","경상북도 안동시 풍산읍 풍산태사로 1639","36622","더담다","2023-05-04 10:58:39","U","2023-05-07 02:40:00","","345368.719884998","341911.216103954","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","65.96","","0","","","","","","","350000000","","","","66",
"122","관광펜션업","03_11_02_P","5070000","CDFI3261092020000001","2020-08-03","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 와룡면 중가구리 435-2","경상북도 안동시 와룡면 동악골길 83","36611","톰소여의 모험","2022-01-17 14:23:26","U","2022-01-19 02:40:00","","358853.532424725","345099.431534922","관광펜션업","","","3","","","","","0","0","0","0","","","0","0","","0","0","","0","291","","0","","","","","","","360000000","","","","291",
"123","관광펜션업","03_11_02_P","5080000","CDFI3261092016000001","2016-11-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 남통동 312-3","경상북도 구미시 금오산상가길 21-5 (남통동)","39309","유아이","2025-01-16 16:42:47","U","2025-01-18 02:40:00","","318337.258662428","290834.221259743","관광펜션업","","자연녹지지역","3","기타","","","숙박시설","3","1","0","0","","","0","0","","0","0","","0","1092","","0","","","","","","","1900000000","","","","1092",
"124","관광펜션업","03_11_02_P","5090000","CDFI3261092019000002","2019-03-25","","01","영업/정상","13","영업중","","","","","","","","경상북도 영주시 아지동 445-12번지","경상북도 영주시 회헌로358번길 25 (아지동)","36054","아지펜션","2019-03-25 15:25:33","I","2019-03-27 02:20:05","","343243.339664732","374501.742170239","관광펜션업","","관리지역","2","","","","단독주택","2","","","","","","","","","","","","","229.52","","","","","","","","","100000000","","","","230",
"125","관광펜션업","03_11_02_P","5090000","CDFI3261092019000001","2019-03-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 영주시 아지동 445-3","경상북도 영주시 회헌로358번길 51 (아지동)","36054","영주이야기","2023-09-25 17:26:19","U","2023-09-27 02:40:00","","343284.044291099","374559.85434898","관광펜션업","","","2","","","","다가구용 주택(공동주택적용)","0","0","0","0","","","0","0","","0","0","","0","228.94","","0","","","","","","","100000000","","","","229",
"126","관광펜션업","03_11_02_P","5110000","CDFI3261092007000001","2007-05-10","","01","영업/정상","13","영업중","","","","","","","742-961","경상북도 상주시 사벌국면 삼덕리 3-4","경상북도 상주시 사벌면 경천로 650","37128","경천대펜션","2023-09-26 09:22:17","U","2023-09-28 02:40:00","","311330.194860415","328939.498932819","관광펜션업","관광사업","관리지역","2","기타","","","","2","0","0","0","","","0","0","","0","0","","0","573.92","","0","","","","","","","0","","","","574",
"127","관광펜션업","03_11_02_P","5110000","CDFI3261092024000001","2024-04-09","","01","영업/정상","13","영업중","","","","","","","","경상북도 상주시 화북면 상오리 567","경상북도 상주시 화북면 문장로 1502-7","37102","솔숲민박","2024-04-09 10:56:07","I","2024-04-11 00:15:08","","282529.598618639","338422.130921672","관광펜션업","","관리지역","0","기타","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","229.54","","0","","","","","","","0","","","","230",
"128","관광펜션업","03_11_02_P","5110000","CDFI3261092023000001","2023-10-24","","01","영업/정상","13","영업중","","","","","","","","경상북도 상주시 화북면 용유리 24","경상북도 상주시 화북면 청화로 156","37102","우복동 편백 펜션","2023-10-24 10:09:27","I","2023-10-26 00:17:30","","283158.77086956","341534.466215439","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","","","","0",
"129","관광펜션업","03_11_02_P","5120000","CDFI3261092005000001","2005-10-31","","01","영업/정상","13","영업중","","","","","572-3375","","745-862","경상북도 문경시 마성면 신현리 468-10","경상북도 문경시 마성면 구랑로 333","36923","강이 있는 풍경","2021-10-01 14:03:18","U","2021-10-03 02:40:00","","300112.510242595","351902.958442805","관광펜션업","관광사업","관리지역","2","기타","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","135.1","","0","","","","","","","1000000000","","","","135",
"130","관광펜션업","03_11_02_P","5120000","CDFI3261092003000001","2003-12-29","","01","영업/정상","13","영업중","","","","","571-1961","","745-803","경상북도 문경시 문경읍 요성리 188번지","경상북도 문경시 문경읍 주흘로 241-14","745-803","리앙스","2019-05-28 13:56:10","U","2019-05-30 02:40:00","","300988.024331994","360123.323904335","관광펜션업","관광사업","관리지역","2","기타","","","단독주택","2","","","","","","","","","","","","","231.86","","","","","","","","","200000000","","","","232",
"131","관광펜션업","03_11_02_P","5120000","CDFI3261092008000001","2008-05-22","","01","영업/정상","13","영업중","","","","","572-3762","","745-801","경상북도 문경시 문경읍 하초리 365번지","경상북도 문경시 문경읍 새재1길 47","","문경새재국민여가캠핑장","2008-05-22 17:05:19","I","2018-08-31 23:59:59","","295962.786317751","362023.27167563","관광펜션업","관광사업","관리지역","2","기타","","","숙박시설","1","","","","","","","","","","","","","3206","","","","","","","","","2000000000","","","","3206",
"132","관광펜션업","03_11_02_P","5120000","CDFI3261092009000001","2009-08-21","","01","영업/정상","13","영업중","","","","","054-572-3341","","745-803","경상북도 문경시 문경읍 고요리 72-1번지","경상북도 문경시 문경읍 활공장길 115","36912","이둔펜션","2020-01-30 15:40:34","U","2020-02-01 02:40:00","","303289.910675238","360275.224933493","관광펜션업","","","","","","","","","","","","","","","","","","","","","118.3","","","","","","","","","","","","","118",
"133","관광펜션업","03_11_02_P","5120000","CDFI3261092010000001","2010-02-19","","01","영업/정상","13","영업중","","","","","054-571-6542","","745-903","경상북도 문경시 가은읍 완장리 432번지","경상북도 문경시 가은읍 용추길 60-4","36993","청수펜션","2020-01-30 15:40:54","U","2020-02-01 02:40:00","","285820.207702251","352771.363005107","관광펜션업","","관리지역","","기타","","","","","","","","","","","","","","","","","131","","","","","","","","","","","","","131",
"134","관광펜션업","03_11_02_P","5120000","CDFI3261092013000001","2013-04-23","","01","영업/정상","13","영업중","","","","","054-571-7777","","745-801","경상북도 문경시 문경읍 상초리 288-8","경상북도 문경시 문경읍 새재2길 18","36919","꿈꾸는 새재펜션","2021-03-29 10:17:21","U","2021-03-31 02:40:00","","296187.373532377","362633.534750997","관광펜션업","","자연녹지지역","3","기타","","","숙박시설","3","","","","","","","","","","","","","63","","","","","","","","","","","","","63",
"135","관광펜션업","03_11_02_P","5120000","CDFI3261092016000001","2016-06-09","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 문경읍 상초리 288-10번지","경상북도 문경시 문경읍 새재2길 10","36919","문경가름펜션","2016-06-09 16:37:38","I","2018-08-31 23:59:59","","296215.631119761","362553.417435718","관광펜션업","","준주거지역","2","기타","","","숙박시설","2","0","","","","","","","","","","","","490.95","","","","","","","","","","","","","491",
"136","관광펜션업","03_11_02_P","5120000","CDFI3261092022000001","2022-04-25","","01","영업/정상","13","영업중","","","","","054-553-9267","","","경상북도 문경시 동로면 생달리 437","경상북도 문경시 동로면 안생달길 153-26","36902","산모롱이민박","2022-07-08 16:56:02","U","2022-07-12 02:40:00","","311687.355827403","368280.369817235","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","192.73","","0","","","","","","","0","","","","193",
"137","관광펜션업","03_11_02_P","5120000","CDFI3261092023000001","2023-08-31","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 동로면 적성리 460","경상북도 문경시 동로면 금천로 2466-28","36903","장미회관","2023-08-31 13:14:25","I","2023-09-02 00:18:46","","317725.360691478","363583.218685634","관광펜션업","","","2","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","155.52","","0","","","","","","","0","","","","156",
"138","관광펜션업","03_11_02_P","5120000","CDFI3261092023000002","2023-09-08","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 가은읍 왕능리 335-17","경상북도 문경시 가은읍 양산개5길 5","36996","고결 문경","2023-09-08 08:35:22","I","2023-09-10 00:18:09","","295132.761670776","349596.908540868","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"139","관광펜션업","03_11_02_P","5120000","CDFI3261092024000004","2024-09-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 마성면 신현리 107-3","경상북도 문경시 마성면 진남1길 196","36923","호미인문경진남","2024-09-12 16:48:24","I","2024-09-14 00:12:56","","300872.860728786","351336.456612496","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"140","관광펜션업","03_11_02_P","5120000","CDFI3261092024000005","2024-09-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 마성면 하내리 335-6","경상북도 문경시 마성면 구랑1길 33","36926","호미인문경","2024-09-12 16:48:33","I","2024-09-14 00:12:56","","297978.585340498","351032.31254253","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"141","관광펜션업","03_11_02_P","5120000","CDFI3261092019000001","2019-10-15","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 가은읍 갈전리 603-1번지","경상북도 문경시 가은읍 은성로 832-46","36997","문경펜션","2020-01-30 15:42:14","U","2020-02-01 02:40:00","","295239.939036148","348598.649467864","관광펜션업","","","","","","","","","","","","","","","","","","","","","191.96","","","","","","","","","","","","","192",
"142","관광펜션업","03_11_02_P","5120000","CDFI3261092024000002","2024-07-06","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 마성면 하내리 224","경상북도 문경시 마성면 은성로 1219","36926","바람꽃","2024-07-06 17:34:26","I","2024-07-08 00:13:54","","297908.56288589","351479.033664283","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"143","관광펜션업","03_11_02_P","5120000","CDFI3261092024000001","2024-06-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 마성면 신현리 497-1","경상북도 문경시 마성면 봉생2길 10-1","36923","비움","2024-06-12 09:46:44","I","2024-06-14 00:14:14","","299981.678840493","351944.554324446","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","97.92","","0","","","","","","","0","","","","98",
"144","관광펜션업","03_11_02_P","5120000","CDFI3261092024000003","2024-07-09","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 불정동 14","경상북도 문경시 문경대로 948-8 (불정동)","36987","담소원펜션","2024-07-09 09:33:45","I","2024-07-11 00:14:46","","302901.924790487","349424.699529508","관광펜션업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"145","관광펜션업","03_11_02_P","5120000","CDFI3261092022000005","2022-09-15","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 마성면 신현리 110-9","경상북도 문경시 마성면 진남1길 177-6","36923","문경민박 13월의 아침","2022-09-20 08:27:20","U","2022-09-22 02:40:00","","300843.728623745","351215.55340695","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","185.59","","0","","","","","","","0","","","","186",
"146","관광펜션업","03_11_02_P","5120000","CDFI3261092022000006","2022-09-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 마성면 신현리 110-13","경상북도 문경시 마성면 진남1길 177-6","36923","문경민박 13월의 아침2","2022-09-18 09:51:51","I","2022-09-20 00:22:26","","300854.858165577","351236.395549684","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","205.2","","0","","","","","","","0","","","","205",
"147","관광펜션업","03_11_02_P","5120000","CDFI3261092021000002","2021-04-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 문경읍 상초리 324-7","경상북도 문경시 문경읍 새재로 900","36919","새재마당바위","2024-01-05 19:22:59","U","2024-01-07 02:40:00","","296177.462080011","362497.615579494","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"148","관광펜션업","03_11_02_P","5120000","CDFI3261092021000001","2021-03-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 불정동 312","경상북도 문경시 불정길 124-7 (불정동)","36987","불정자연휴양림 황토펜션","2021-03-18 18:10:50","I","2021-03-20 00:22:59","","301778.855628528","347895.42597551","관광펜션업","","","","","","","","","","","","","","","","","","","","","103.11","","","","","","","","","","","","","103",
"149","관광펜션업","03_11_02_P","5120000","CDFI3261092022000003","2022-07-07","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 가은읍 완장리 543","경상북도 문경시 가은읍 대야로 862-11","36992","홈당골펜션","2022-07-08 16:57:09","I","2022-07-12 00:22:29","","283151.064635365","354764.76692401","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","81","","0","","","","","","","0","","","","81",
"150","관광펜션업","03_11_02_P","5120000","CDFI3261092022000004","2022-07-07","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 가은읍 원북리 378","경상북도 문경시 가은읍 원북큰마길 3","36993","맑은물펜션","2022-07-08 16:57:58","I","2022-07-12 00:22:29","","290872.425194256","355414.361764867","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","195.6","","0","","","","","","","0","","","","196",
"151","관광펜션업","03_11_02_P","5120000","CDFI3261092023000003","2023-12-13","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 문경읍 고요리 566","경상북도 문경시 문경읍 문경골프장길 63","36912","문경 여여헌","2024-04-01 18:01:29","U","2024-04-03 02:40:00","","302579.190102338","359585.290579089","관광펜션업","","","2","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","179.58","","0","","","","","","","0","","","","180",
"152","관광펜션업","03_11_02_P","5120000","CDFI3261092022000002","2022-05-31","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 불정동 67","경상북도 문경시 불정강변길 3 (불정동)","36987","레일로드민박","2022-05-31 09:25:45","I","2022-06-04 00:22:32","","302771.315094279","349547.105826834","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","192","","0","","","","","","","0","","","","192",
"153","관광펜션업","03_11_02_P","5120000","CDFI3261092025000001","2025-02-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 문경읍 상초리 288-41","경상북도 문경시 문경읍 새재로 910","36919","바람하우스","2025-02-12 17:31:45","I","2025-02-15 00:10:47","","296135.264889921","362583.874344191","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"154","관광펜션업","03_11_02_P","5150000","CDFI3261092011000001","2011-06-13","","03","폐업","03","폐업","2017-09-15","","","","","","769-972","경상북도 의성군 다인면 달제리 326-1번지","경상북도 의성군 다인면 문암길 540-47","","위드파크","2017-09-15 08:56:55","I","2018-08-31 23:59:59","","325948.26791734","329150.984988216","관광펜션업","","관리지역","","기타","","","단독주택","2","","","","","","","","","","","","","","","","","","","","","","","","","","",
"155","관광펜션업","03_11_02_P","5160000","CDFI3261092014000001","2014-03-21","","03","폐업","03","폐업","2016-04-07","","","","054-873-9905","","763-833","경상북도 청송군 부동면 하의리 220-1번지","경상북도 청송군 부동면 주왕산로 629-42","37437","탄해와로라","2016-04-08 10:26:39","I","2018-08-31 23:59:59","","390520.164990068","322415.428862151","관광펜션업","","관리지역","2","기타","","","단독주택","2","","","","","","","","","","","","","228.68","","","","","","","","","","","","","229",
"156","관광펜션업","03_11_02_P","5160000","CDFI3261092010000001","2010-05-17","","01","영업/정상","13","영업중","","","","","054-872-1171","","763-812","경상북도 청송군 진보면 괴정리 206-3","경상북도 청송군 진보면 경동로 5544","","하늘과 닿은 황장재 펜션","2024-06-04 17:18:24","U","2024-06-06 02:40:00","","392720.870807906","334227.688383715","관광펜션업","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","730.05","","0","","","","","","","0","","","","730",
"157","관광펜션업","03_11_02_P","5180000","CDFI3261092016000001","2016-06-28","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 병곡면 병곡리 1-5번지","경상북도 영덕군 병곡면 흰돌로 40-1","36404","비사이드 관광펜션","2017-11-20 11:25:36","I","2018-08-31 23:59:59","","415930.874903949","347838.095937184","관광펜션업","","","2","기타","","","숙박시설","2","","","","","","","","","","","","","995.18","","","","","","","","","1800000000","","","","995",
"158","관광펜션업","03_11_02_P","5180000","CDFI3261092006000001","2006-07-18","","01","영업/정상","13","영업중","","","","","054-733-7080","","766-841","경상북도 영덕군 남정면 남호리 18-4","경상북도 영덕군 남정면 동해대로 4142","766-841","블루오션펜션","2021-09-16 10:54:28","U","2021-09-18 02:40:00","","413592.392059913","316855.738353446","관광펜션업","","상업지역","3","기타","","","숙박시설","3","","","","","","","","","","","","","907","","","","","","","","","","","","","907",
"159","관광펜션업","03_11_02_P","5180000","CDFI3261092011000001","2011-09-15","","01","영업/정상","13","영업중","","","","","054) 734-8282","","766-823","경상북도 영덕군 강구면 하저리 14-1","경상북도 영덕군 강구면 영덕대게로 559","36453","바다빌리지 관광펜션","2021-12-05 18:58:59","U","2021-12-07 02:40:00","","416450.413645303","323941.575224518","관광펜션업","","관리지역","3","기타","","","","3","0","0","0","","","0","0","","0","0","","0","506.92","","0","","","","","","","550000000","","","","507",
"160","관광펜션업","03_11_02_P","5180000","CDFI3261092012000002","2012-02-27","","01","영업/정상","13","영업중","","","","","054)732-0812","","766-853","경상북도 영덕군 병곡면 병곡리 24번지 8통3반","경상북도 영덕군 병곡면 병곡1길 37","766-853","메르센트펜션","2013-11-13 10:22:01","I","2018-08-31 23:59:59","","416014.753087962","347440.735847272","관광펜션업","","관리지역","3","주택가주변","","","숙박시설","3","","","","","","","","","","","","","1009.04","","","","","","","","","","","","","1009",
"161","관광펜션업","03_11_02_P","5180000","CDFI3261092014000001","2014-11-17","","01","영업/정상","13","영업중","","","","","054-734-9977","","766-853","경상북도 영덕군 병곡면 백석리 340-1번지","경상북도 영덕군 병곡면 흰돌로 112","36403","비프리비(VIE PRIVEE) 펜션","2018-01-25 09:49:49","I","2018-08-31 23:59:59","","415736.372683759","348655.812259932","관광펜션업","","관리지역","4","기타","","","숙박시설","3","1","","","","","","","","","","","","1226.97","","","","","","","","","","","","","1227",
"162","관광펜션업","03_11_02_P","5180000","CDFI3261092017000002","2017-11-08","","01","영업/정상","13","영업중","","","","","054-734-0812","","","경상북도 영덕군 병곡면 병곡리 15-2번지","경상북도 영덕군 병곡면 병곡1길 39","36404","메르센트리조트","2017-11-08 08:07:03","I","2018-08-31 23:59:59","","416012.221310643","347392.917858439","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","994.13","","","","","","","","","1800000000","","","","994",
"163","관광펜션업","03_11_02_P","5180000","CDFI3261092023000003","2023-06-08","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 남정면 남호리 22-2","경상북도 영덕군 남정면 동해대로 4114","36461","물마루","2023-06-08 17:55:08","I","2023-06-10 00:19:49","","413663.420034344","316585.672888568","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","2200000000","","","","0",
"164","관광펜션업","03_11_02_P","5180000","CDFI3261092017000001","2017-07-20","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 병곡면 병곡리 360번지","경상북도 영덕군 병곡면 흰돌로 46","36404","HAVET","2017-07-20 09:59:48","I","2018-08-31 23:59:59","","415898.657857769","347996.613431953","관광펜션업","","보전녹지지역","4","기타","","","숙박시설","3","1","","","","","","","","","","","","1825.99","","","","","","","","","4500000000","","","","1826",
"165","관광펜션업","03_11_02_P","5180000","CDFI3261092015000001","2015-06-24","","01","영업/정상","13","영업중","","","","","","","766-822","경상북도 영덕군 강구면 금진리 23번지","경상북도 영덕군 강구면 영덕대게로 425","36453","에떼르모 관광펜션","2017-11-20 10:56:22","I","2018-08-31 23:59:59","","415797.439080274","322996.44208642","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","337.57","","","","","","","","","","","","","338",
"166","관광펜션업","03_11_02_P","5180000","CDFI3261092023000002","2023-04-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 강구면 하저리 107","경상북도 영덕군 강구면 영덕대게로 509-9","36453","딜라이트 107 풀빌라(DELIGHT 107 POOLVILLA)","2024-05-14 10:21:30","U","2024-05-16 02:40:00","","415997.08368416","323832.183306433","관광펜션업","","주거지역","5","기타","","","숙박시설","4","1","0","0","","","0","0","","0","0","","0","2086","","0","","","","","","","261115840","","","","2086",
"167","관광펜션업","03_11_02_P","5180000","CDFI3261092021000001","2021-04-30","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 병곡면 백석리 473-6","경상북도 영덕군 병곡면 흰돌로 58","36403","블루베이펜션","2021-05-10 14:41:32","I","2021-07-13 00:22:53","","415857.890319202","348116.699300461","관광펜션업","","","1","기타","","MG새마을금고","숙박시설","1","0","0","0","Bluebay Pension","Tourist pension business","0","0","","0","0","","0","291.73","","0","","","","","","","1000000000","","","","292",
"168","관광펜션업","03_11_02_P","5180000","CDFI3261092023000001","2023-01-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 강구면 하저리 10-2","경상북도 영덕군 강구면 영덕대게로 563","36453","일화수펜션","2023-01-16 13:02:59","I","2023-01-18 00:40:54","","416485.061296759","323955.145455208","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"169","관광펜션업","03_11_02_P","5180000","CDFI3261092022000001","2022-10-06","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 영덕읍 대부리 106-1","경상북도 영덕군 영덕읍 영덕대게로 625-284","36425","리브포레스트 풀빌라","2022-10-06 21:44:18","I","2022-10-08 00:22:25","","416486.646374966","325674.722306819","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"170","관광펜션업","03_11_02_P","5180000","CDFI3261092025000001","2025-03-13","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 영덕읍 대부리 106-5","경상북도 영덕군 영덕읍 영덕대게로 625-292","36425","주식회사 대한(더클래식펜션앤리조트)","2025-03-13 12:53:11","I","2025-03-15 00:10:24","","","","관광펜션업","","관리지역","5","기타","","","숙박시설","4","1","0","0","","","0","0","","0","0","","0","4879.96","","0","","","","","","","10700000300","","","","4880",
"171","관광펜션업","03_11_02_P","5180000","CDFI3261092018000001","2018-12-05","","01","영업/정상","13","영업중","","","","","054-732-0812","","766-853","경상북도 영덕군 병곡면 병곡리 21번지","","","리조트코리아","2019-01-14 17:00:23","U","2019-01-16 02:40:00","","416054.511132427","347435.969237095","관광펜션업","","","3","","","","","2","1","","","","","","","","","","","","2143.08","","","","","","","","","3000000000","","","","2143",
"172","관광펜션업","03_11_02_P","5180000","CDFI3261092023000004","2023-10-25","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 병곡면 백석리 339-6","경상북도 영덕군 병곡면 흰돌로 116","36403","하니네","2023-10-25 14:17:44","I","2023-10-28 00:17:47","","415732.943526461","348684.758073461","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","994","","0","","","","","","","0","","","","994",
"173","관광펜션업","03_11_02_P","5180000","CDFI3261092024000001","2024-11-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 남정면 부경리 240","경상북도 영덕군 남정면 동해대로 3443-17","36464","영펜션","2024-11-26 11:22:41","I","2024-11-28 00:11:52","","413262.689695776","310416.925224678","관광펜션업","","관리지역","3","","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","337.62","","0","","","","","","","10000000","","","","338",
"174","관광펜션업","03_11_02_P","5190000","CDFI3261092019000001","2019-10-10","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 각남면 구곡리 627-8번지","경상북도 청도군 각남면 구곡1길 66-32","38321","더 포레 관광펜션","2019-10-10 17:42:04","I","2019-10-12 00:22:47","","351006.036850726","238857.317444875","관광펜션업","","","3","","","","식품위생시설","3","","","","","","","","","","","","","1356","","","","","","","","","","","","","1356",
"175","관광펜션업","03_11_02_P","5190000","CDFI3261092022000002","2022-01-28","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 운문면 신원리 413","경상북도 청도군 운문면 운문로 1348-8","38368","빌라드 아바","2022-01-28 11:22:44","I","2022-01-30 00:22:49","","379466.815224956","244013.862119728","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","172.78","","0","","","","","","","20000000","","","","173",
"176","관광펜션업","03_11_02_P","5190000","CDFI3261092022000003","2022-01-28","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 운문면 신원리 417","경상북도 청도군 운문면 운문로 1330-8","38368","느티고을펜션","2022-01-28 11:23:52","I","2022-01-30 00:22:49","","379479.453653445","243952.95794003","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","412.64","","0","","","","","","","40000000","","","","413",
"177","관광펜션업","03_11_02_P","5190000","CDFI3261092024000001","2024-07-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 매전면 호화리 610","경상북도 청도군 매전면 호방길 7-4","38357","호화리안","2024-07-16 16:56:27","I","2024-07-18 00:13:45","","367080.611568481","239409.378745938","관광펜션업","","","1","","","","단독주택","11","0","0","0","","","0","0","","0","0","","0","169.46","","0","","","","","","","0","","","","169",
"178","관광펜션업","03_11_02_P","5190000","CDFI3261092024000002","2024-08-19","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 운문면 신원리 449","경상북도 청도군 운문면 운문로 1358-11","38368","산골물소리","2024-08-19 10:58:44","I","2024-08-21 00:13:16","","379391.359167685","244114.18288357","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"179","관광펜션업","03_11_02_P","5190000","CDFI3261092022000001","2022-01-11","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 금천면 소천리 500-2","경상북도 청도군 금천면 운용로 158-8","38361","청우힐링","2022-01-12 10:52:48","I","2022-01-14 00:22:40","","372844.113870198","249670.416268898","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","511.84","","0","","","","","","","100000000","","","","512",
"180","관광펜션업","03_11_02_P","5190000","CDFI3261092023000001","2023-03-03","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 청도읍 거연리 794","경상북도 청도군 청도읍 기수길 108","38348","오례","2023-03-03 09:15:35","I","2023-03-05 00:42:01","","360731.782891021","234609.100808163","관광펜션업","","","1","기타","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","98.34","","0","","","","","","","0","","","","98",
