"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212021000002","2021-11-24","","03","폐업","03","폐업","2024-05-08","","","","","","","경상북도 포항시 북구 대신동 62-29","경상북도 포항시 북구 대신로36번길 14 (대신동)","37724","영일대 옛사랑","2024-05-09 09:45:19","U","2024-05-11 02:40:00","","413457.602003355","285557.716343456","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212023000002","2023-01-30","","03","폐업","03","폐업","2024-10-31","","","","","","","경상북도 포항시 북구 장성동 1572-20","경상북도 포항시 북구 장량로32번길 86, 301호 (장성동)","37585","스테이포항","2024-12-03 09:01:41","U","2024-12-05 02:40:00","","414686.571982913","288681.221063091","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","900000000","","","","0",
"3","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212022000005","2022-12-30","","03","폐업","03","폐업","2023-12-26","","","","","","","경상북도 포항시 북구 흥해읍 초곡리 1761 초곡삼구트리니엔 시티","경상북도 포항시 북구 흥해읍 초곡지구로58번길 52, 113동 803호 (초곡삼구트리니엔 시티)","37560","세현이네 가게","2024-03-18 19:03:15","U","2024-03-20 02:40:00","","410131.418688276","291234.009411197","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"4","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212021000001","2021-01-05","","03","폐업","03","폐업","2024-12-30","","","","","","","경상북도 포항시 남구 해도동 508-32","경상북도 포항시 남구 해동로72번길 20, 3층 302호 (해도동)","37793","초아홈","2024-12-30 13:18:13","U","2025-01-01 02:40:00","","413997.562882365","283238.017706407","외국인관광 도시민박업","","주거지역","","","","","","","","","","","","","","","","","","","49.34","","","","","","","","","","","","","49",
"5","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212023000007","2023-08-31","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 장성동 1355-8","경상북도 포항시 북구 삼흥로18번길 11 (장성동)","37611","온더웨이브하우스","2023-08-31 09:27:19","I","2023-09-02 00:18:46","","414410.668193608","287532.878403992","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","75.2","","0","","","","","","","0","","","","75",
"6","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212019000001","2019-06-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 연일읍 유강리 594번지 청구타운 101동 808호","경상북도 포항시 남구 연일읍 유강길 28, 101동 808호 (청구타운)","37655","yooriver guest house","2019-08-09 11:02:50","U","2019-08-11 02:40:00","","409063.981040794","280884.343180021","외국인관광 도시민박업","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","",
"7","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212023000006","2023-06-30","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 두호동 216-2 명사마을","경상북도 포항시 북구 삼호로 324-29, C동 202호 (두호동, 명사마을)","37612","Julia house","2023-06-30 09:51:44","I","2023-07-02 00:19:39","","414856.623059129","287633.535826376","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"8","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212019000002","2019-07-10","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 상원동 447-10번지","경상북도 포항시 북구 중앙로298번길 4-1, 3층 (상원동)","37736","포데로사 guest house","2019-08-09 11:03:25","U","2019-08-11 02:40:00","","413222.727316972","284684.508613933","외국인관광 도시민박업","","","3","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","",
"9","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000007","2024-09-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 환호동 492-16 환호빌라","경상북도 포항시 북구 삼호로501번길 2-7, 102호 (환호동, 환호빌라)","37601","foret","2024-09-27 15:02:53","I","2024-09-29 00:12:43","","415933.539921403","288466.661872865","외국인관광 도시민박업","","일반주거지역","0","","","","다세대주택","0","0","0","0","","","0","0","","0","0","","0","171.41","","0","","","","","","","0","","","","171",
"10","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000009","2024-10-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 대잠동 944-16","경상북도 포항시 남구 새천년대로422번길 17-3, 4층 502호 (대잠동)","37761","포항게스트하우스","2024-10-16 12:57:59","I","2024-10-18 00:12:54","","411438.053265726","281727.499640747","외국인관광 도시민박업","","일반상업지역","4","","","","다가구용 주택(공동주택적용)","4","0","0","0","","","0","0","","0","0","","0","143.23","","0","","","","","","","0","","","","143",
"11","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000008","2024-10-10","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 송도동 498-11","경상북도 포항시 남구 희망대로 1091-2 (송도동)","37804","봉식스테이","2024-10-10 19:45:37","I","2024-10-12 00:12:32","","414397.562683713","283468.87200454","외국인관광 도시민박업","","일반주거지역","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","99.21","","0","","","","","","","0","","","","99",
"12","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000006","2024-06-24","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 송도동 254-845","경상북도 포항시 남구 서동로 161 (송도동)","37731","stay song","2024-06-24 16:24:12","I","2024-06-26 00:14:03","","414019.935383639","284810.793096971","외국인관광 도시민박업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","99.66","","0","","","","","","","0","","","","100",
"13","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000004","2024-06-03","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 두호동 241-5","경상북도 포항시 북구 삼호로 354-10, 2층 (두호동)","37612","엘레하우스","2024-06-03 14:14:28","I","2024-06-05 00:14:21","","414987.246830479","287764.971483421","외국인관광 도시민박업","","","1","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"14","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000005","2024-06-03","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 우현동 93-13","경상북도 포항시 북구 중앙로419번길 8-2, 2층 (우현동)","37701","썬하우스","2024-06-03 14:17:33","I","2024-06-05 00:14:21","","412735.312570204","285833.715882382","외국인관광 도시민박업","","","1","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"15","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212020000001","2020-01-30","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 항구동 45-6","경상북도 포항시 북구 학전로 20-9, 3층 (항구동)","37714","아티스트하우스(Artist House)","2023-10-17 15:33:07","U","2023-10-19 02:40:00","","413925.37694344","286417.475448827","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","119.1","","0","","","","","","","0","","","","119",
"16","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212023000005","2023-04-06","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 장성동 1356-5","경상북도 포항시 북구 삼흥로18번길 13, 4층 (장성동)","37611","우리동네bnb","2023-04-06 22:13:34","I","2023-04-08 00:20:23","","414429.19108508","287542.958356956","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0",
"17","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000002","2024-04-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 송도동 463-9","경상북도 포항시 남구 송림로22번길 12-7 (송도동)","37799","카머스게스트하우스","2024-11-05 10:09:30","U","2024-11-07 02:40:00","","414228.441245606","283845.808547099","외국인관광 도시민박업","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","65.94","","0","","","","","","","0","","","","66",
"18","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000003","2024-05-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 송도동 482-23","경상북도 포항시 남구 축항로 95-3 (송도동)","37799","일류공간","2024-05-26 17:17:01","U","2024-05-28 02:40:00","","414337.447180838","283728.980414792","외국인관광 도시민박업","","일반주거지역","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","84.9","","0","","","","","","","0","","","","85",
"19","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212023000003","2023-03-06","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 여남동 366","경상북도 포항시 북구 여남포길21번길 6-14 (여남동)","37598","스토리뷰","2023-03-06 17:12:39","I","2023-03-08 00:41:12","","416872.261703341","288690.429092532","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"20","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212023000004","2023-03-15","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 환호동 157-15","경상북도 포항시 북구 해안로445번길 20-11, 3층 (환호동)","37598","그랑블루","2023-03-15 17:12:43","I","2023-03-17 00:41:34","","416628.473877418","288605.304610514","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"21","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000001","2024-03-05","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 죽도동 625-15 중앙종합시장 210호","경상북도 포항시 북구 양학천로 29, 중앙종합시장 210호 (죽도동)","37752","테오스테이3","2024-03-05 10:51:58","I","2024-03-08 00:15:56","","412258.034211503","282870.162323136","외국인관광 도시민박업","","","0","","","","연립주택","0","0","0","0","","","0","0","","0","0","","0","43.2","","0","","","","","","","0","","","","43",
"22","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212023000001","2023-01-11","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 두호동 86","경상북도 포항시 북구 해안로241번길 8-1 (두호동)","37612","윤슬","2023-01-11 10:16:50","I","2023-01-13 00:40:37","","415230.053160632","287472.558248344","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"23","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212022000004","2022-12-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 신흥동 704-11","경상북도 포항시 북구 불종로27번길 23-3 (신흥동)","37706","stay song","2022-12-27 16:23:05","I","2022-12-29 00:40:29","","412862.258675908","284835.698093224","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"24","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212022000003","2022-11-24","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 환호동 512-13","경상북도 포항시 북구 환호공원길91번길 3, 2층 (환호동)","37600","하노양옥","2022-11-24 18:37:59","I","2022-11-26 00:22:22","","416096.662843477","288106.375006474","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"25","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212025000009","2025-03-28","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 두호동 1030-2 낙원빌라","경상북도 포항시 북구 삼호로245번길 19, 낙원빌라 A동 1층 101호 (두호동, 낙원빌라)","37626","A1하우스","2025-03-28 15:43:34","I","2025-03-30 00:10:22","","414087.083134368","287088.597080794","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"26","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212025000002","2025-02-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 항구동 347-27","경상북도 포항시 북구 삼호로189번길 6-7 (항구동)","37714","테리스테이","2025-02-27 10:40:42","I","2025-03-01 00:10:37","","414034.876847926","286580.103014213","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"27","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212025000003","2025-02-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 두호동 903-2","경상북도 포항시 북구 학전로 100, 3층 (두호동)","37625","솜이하우스","2025-02-27 20:47:37","I","2025-03-01 00:10:37","","414007.816256283","287155.336535962","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"28","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212025000007","2025-03-13","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 환호동 494-12","경상북도 포항시 북구 삼호로501번길 16 (환호동)","37601","오롯, 쉼","2025-03-13 09:01:50","I","2025-03-15 00:10:24","","415979.207268622","288333.04885393","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"29","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212025000008","2025-03-13","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 송도동 390-17","경상북도 포항시 남구 송림로123번길 9-1 (송도동)","37732","칠성민박","2025-03-13 09:05:23","I","2025-03-15 00:10:24","","413788.378713283","284860.397190848","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"30","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212025000004","2025-03-10","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 장성동 1422-1 강남빌리지","경상북도 포항시 북구 천마로45번길 21, 강남빌리지 4층 401호 (장성동)","37588","수봉봉게스트하우스B","2025-03-10 11:49:43","I","2025-03-12 00:10:35","","415623.877721015","289319.327959228","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"31","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212025000005","2025-03-10","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 장성동 1422-1 강남빌리지","경상북도 포항시 북구 천마로45번길 21, 강남빌리지 2층 201호 (장성동)","37588","수봉봉게스트하우스A","2025-03-10 11:51:18","I","2025-03-12 00:10:35","","415623.877721015","289319.327959228","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","66","","0","","","","","","","0","","","","66",
"32","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212025000006","2025-03-10","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 두호동 88","경상북도 포항시 북구 해안로241번길 7 (두호동)","37612","희락하우스","2025-03-10 16:41:03","I","2025-03-12 00:10:35","","415209.08954874","287467.833939008","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"33","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212022000002","2022-07-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 송도동 459-4","경상북도 포항시 남구 송림로22번길 28-7 (송도동)","37797","안녕, 송도","2023-01-02 17:07:07","U","2023-01-04 02:40:00","","414377.557837599","283876.430878538","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"34","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212023000010","2023-12-19","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 두호동 977","경상북도 포항시 북구 삼호로265번길 24 (두호동)","37620","또미네하우스","2023-12-19 09:28:47","I","2023-12-21 00:17:03","","414170.204559913","287259.356985193","외국인관광 도시민박업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","28.54","","0","","","","","","","0","","","","29",
"35","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212022000001","2022-06-17","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 장성동 1558-14","경상북도 포항시 북구 법원로25번길 22-3 (장성동)","37583","Is this cafe?","2022-06-17 09:35:54","I","2022-06-19 00:22:30","","414625.406180836","288957.933285352","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"36","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212023000009","2023-11-22","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 환호동 2-12","경상북도 포항시 북구 여남포길21번길 15-8 (환호동)","37598","에스피에스타","2023-11-22 18:13:57","I","2023-11-24 00:17:14","","416737.768276361","288560.472402895","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"37","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212023000008","2024-11-21","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 창포동 618-14","경상북도 포항시 북구 창흥로 30, 3층 301호 (창포동)","37631","꾸메스테이(ccume stay)","2024-11-21 18:09:38","U","2024-11-23 02:40:00","","413263.491374836","287303.740888659","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","82.64","","0","","","","","","","0","","","","83",
"38","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000014","2024-12-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 두호동 216-2 명사마을","경상북도 포항시 북구 삼호로 324-29, A동 2층 201호 (두호동, 명사마을)","37612","제제하우스","2024-12-23 09:40:52","I","2024-12-25 00:11:30","","414856.623059129","287633.535826376","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","63.94","","0","","","","","","","0","","","","64",
"39","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000015","2024-12-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 두호동 181-3","경상북도 포항시 북구 삼호로 324-32 (두호동)","37612","아라하우스","2024-12-23 10:03:07","I","2024-12-25 00:11:30","","414905.172280205","287610.724299113","외국인관광 도시민박업","","준주거지역","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","76.23","","0","","","","","","","0","","","","76",
"40","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000016","2024-12-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 해도동 11-1","경상북도 포항시 남구 해동로129번길 13 (해도동)","37786","KIM's BNB 외국인관광도시민박업","2024-12-23 10:04:11","I","2024-12-25 00:11:30","","413534.80164251","283729.105044509","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"41","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000013","2024-12-19","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 흥해읍 대련리 1377","경상북도 포항시 북구 흥해읍 펜타시티단지로 25, 205동 26층 2601호","37653","더휴스테이","2024-12-19 09:22:07","I","2024-12-21 00:11:33","","","","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","84.85","","0","","","","","","","0","","","","85",
"42","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000017","2024-12-30","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 창포동 616-4","경상북도 포항시 북구 창흥로36번길 10, 3층 301호 (창포동)","37631","스테이아늑","2024-12-30 14:20:51","I","2025-01-01 00:11:33","","413277.594382429","287391.405163894","외국인관광 도시민박업","","일반주거지역","3","","","","단독주택","3","0","0","0","","","0","0","","0","0","","0","105.36","","0","","","","","","","0","","","","105",
"43","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000011","2024-12-09","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 죽도동 658-11","경상북도 포항시 북구 중흥로161번길 5, 3층 303호 (죽도동)","37756","포항레지던스","2024-12-09 15:00:29","I","2024-12-11 00:12:11","","412153.001421867","282396.16076381","외국인관광 도시민박업","","일반상업지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","66.65","","0","","","","","","","0","","","","67",
"44","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000010","2024-11-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 장성동 1547-16","경상북도 포항시 북구 법원로51번길 37, 4층 503호 (장성동)","37583","j.스테이","2024-11-27 09:51:11","I","2024-11-30 00:11:51","","414447.516885066","289159.16880279","외국인관광 도시민박업","","일반주거지역","4","","","","단독주택","4","0","0","0","","","0","0","","0","0","","0","50.01","","0","","","","","","","0","","","","50",
"45","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212025000001","2025-01-07","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 환호동 496-6","경상북도 포항시 북구 삼호로 493, 4층 (환호동)","37601","오목눈이","2025-01-07 13:54:19","I","2025-01-09 00:11:18","","416011.466432592","288368.46187667","외국인관광 도시민박업","","준주거지역","4","","","","단독주택","4","0","0","0","","","0","0","","0","0","","0","121.15","","0","","","","","","","0","","","","121",
"46","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212024000012","2024-12-17","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 항구동 45-9","경상북도 포항시 북구 학전로 20-5 (항구동)","37714","바다스테이","2024-12-17 10:00:24","I","2024-12-19 00:12:16","","413909.560125884","286401.271126275","외국인관광 도시민박업","","일반주거지역","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","82.17","","0","","","","","","","0","","","","82",
"47","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212012000002","2012-03-29","","02","휴업","02","휴업","","2023-02-13","2024-02-13","","","","","경상북도 경주시 동천동 733-410","경상북도 경주시 원화로392번길 8-2 (동천동)","38104","Tavo House","2023-02-15 17:31:47","U","2023-02-17 02:40:00","","400442.784277378","263930.577086122","외국인관광 도시민박업","","일반주거지역","1","주택가주변","","","단독주택","1","0","5","0","","","0","0","","0","0","","0","97.35","","0","","","","","","","0","","","","97",
"48","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212018000006","2018-12-27","","03","폐업","03","폐업","2023-02-09","","","","","","","경상북도 경주시 동방동 70-4","경상북도 경주시 동방중앙길 54-37, 401호 (동방동)","38176","포레스트","2023-02-09 21:20:24","U","2023-02-11 02:40:00","","404517.469801841","258473.110437025","외국인관광 도시민박업","","","0","","","","","0","0","2","194","","","0","0","","0","0","","0","193.5","","0","","","","","","","0","","","","194",
"49","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212019000002","2019-03-28","","03","폐업","03","폐업","2023-04-18","","","","","","","경상북도 경주시 노서동 43-6","경상북도 경주시 동성로 76-3 (노서동)","38155","다다맨션","2023-04-19 10:08:05","U","2023-04-21 02:40:00","","399488.057719648","262608.146376536","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","41.61","","0","","","","","","","0","","","","42",
"50","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212012000003","2012-07-03","","03","폐업","03","폐업","2020-11-10","","","","054-771-9777","","","경상북도 경주시 황오동 232","경상북도 경주시 원효로 121 (황오동)","38153","산타게스트하우스","2020-11-10 13:34:25","U","2020-11-12 02:40:00","","399970.477013064","262469.526351033","외국인관광 도시민박업","","상업지역","3","기타","","","단독주택","3","","","","","","","","","","","","","104","","","","","","","","","20000000","","","","104",
"51","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212012000004","2012-10-11","","03","폐업","03","폐업","2018-04-30","","","","","","","경상북도 경주시 사정동 166번지","경상북도 경주시 첨성로 61-8 (사정동)","","호모 노마드","2018-05-02 11:14:13","I","2018-08-31 23:59:59","","399535.264223217","261524.09193969","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","124.28","","","","","","","","","","","","","124",
"52","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212013000004","2013-09-26","","03","폐업","03","폐업","2020-08-19","","","","0547440909","","","경상북도 경주시 노서동","경상북도 경주시 태종로 727-31 (노서동)","","Dreamer guest house","2020-08-19 16:18:26","U","2020-08-21 02:40:00","","","","외국인관광 도시민박업","","일반상업지역","2","학교정화(상대)","","","단독주택","2","","","","","","","","","","","","","75.4","","","","","","","","","40000000","","","","75",
"53","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212014000001","2014-10-15","","03","폐업","03","폐업","2018-03-15","","","","","","780-958","경상북도 경주시 황오동","경상북도 경주시 북정로 14 (황오동)","","Ami 게스트하우스","2019-02-25 17:31:10","U","2019-02-27 02:40:00","","400091.679470193","262486.119207265","외국인관광 도시민박업","","일반상업지역","4","","","","단독주택","3","","","","","","","","","","","","","149.18","","","","","","","","","","","","","149",
"54","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212015000001","2015-01-21","","03","폐업","03","폐업","2019-04-11","","","","","","780-080","경상북도 경주시 황남동","경상북도 경주시 포석로 1064 (황남동)","","선자's 하우스","2019-04-23 08:44:37","U","2019-04-25 02:40:00","","399591.502190477","261789.966317089","외국인관광 도시민박업","","일반주거지역","1","주택가주변","","","단독주택","","","","","","","","","","","","","","67.91","","","","","","","","","","","","","68",
"55","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212015000002","2015-04-22","","03","폐업","03","폐업","2021-08-12","","","","","","","경상북도 경주시 서악동 889","경상북도 경주시 노하길 42-2 (서악동)","38064","Initial Guesthouse","2021-08-12 13:16:58","U","2021-08-14 02:40:00","","397843.16455579","260168.365227828","외국인관광 도시민박업","","보전녹지지역","","","","","단독주택","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"56","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212015000003","2015-06-09","","03","폐업","03","폐업","2019-04-19","","","","7410450","","780-943","경상북도 경주시 성건동","경상북도 경주시 동성로 34 (성건동)","","카라","2019-04-29 14:30:39","U","2019-05-01 02:40:00","","399054.300580093","262595.856440584","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"57","외국인관광도시민박업","03_11_04_P","5050000","CDFI2262212015000004","2015-07-06","","03","폐업","03","폐업","2021-05-03","","","","","","","경상북도 경주시 노서동 169-20","경상북도 경주시 금성로247번길 17-5 (노서동)","38157","BE MY GUEST APARTMENT","2023-02-20 11:28:07","U","2023-02-22 02:40:00","","399167.519685909","262146.033729013","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","66","","0","","","","","","","0","","","","66",
