"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","승려수","신도수","창립연대","유래연혁","지정취소","지정취소일자","지정취소사유","전통사찰명",
"74","전통사찰","03_07_11_P","5110000","CDFD1002","1988-07-21","","01","영업/정상","05","지정","","","","","","","","경상북도 상주시 지천동 산 5번지","경상북도 상주시 지천1길 215-197 (지천동)","742-160","갑장사","2014-01-24 11:00:12","I","2018-08-31 23:59:59","","","","2","500","","갑장사는 상주시 지천동 산5번지에 자리잡은 조계종 사찰로 상주 四長寺의 하나이다, 이 사찰은 명승지로 알려진 갑장산 정상에 자리하여 항상 연악(淵嶽)의 사계절을 독점하고 있다 사찰의 開基는 1373년(공민왕 22) 나옹화상이 창건하였으며 경내에 문화재자료 125호인 갑장사 3층석탑을 비롯하여 주위에 상사바위, 구룡연, 문필봉, 백길바위 등의 전설에 얽힌 명승들이 있다","N","","","갑장사",
"75","전통사찰","03_07_11_P","5110000","CDFD1003","1988-07-21","","01","영업/정상","05","지정","","","","","054)533-7728","","","경상북도 상주시 지천동 722번지","경상북도 상주시 지천1길 223-35 (지천동)","742-160","용흥사","2014-01-24 11:02:40","I","2018-08-31 23:59:59","","304700.041345051","317402.762033608","6","800","","용흥사는 갑장산 서편 중턱에 자리잡은 고찰이다 신라 문성왕 원년(839년) 진감국사가 창건하였다고 전한다. 그러나 1968년 극락보전을 해체 보수항때 발견된 기문에 의하면 고려말 나옹화상이 창건한 후 1647년(인조25) 법심 인화스님이 중창하고 1680년(숙종6)에 思유, 弘治 두스님이 두번 중수하는 등 여러차례 중수하였다 경내에는 극락보전, 나한전, 산성각, 백운선원 등의 전각이 배치되었다 경내에 5층석탑은 1976년 6월 30일 극락보전에 봉안된 탱화에서 발견된 사리를 이 탑에 봉안하여 세운것이다.","N","","","용흥사",
"76","전통사찰","03_07_11_P","5110000","CDFD1004","1988-07-21","","01","영업/정상","05","지정","","","","","054)532-0523","","","경상북도 상주시 서곡동 227-3번지","경상북도 상주시 서곡3길 173 (서곡동)","742-300","동해사","2014-01-24 11:07:41","I","2018-08-31 23:59:59","","307086.048013378","323372.380468104","2","200","","동해사는 상주시 서곡동 722-3번지에 있다 일명 寒山寺 라고도 불리는 이 절은 식산의 고수대(高秀臺)밑에 자리잡았는데 1398년(태조7) 무학대사가 "상주는 지형이 행주형(行舟形)이어서 높은 곳에 집을지어 주읍(舟揖)의 역할을 해야 안정하다" 하여 지은 절이라 한다","N","","","동해사",
"77","전통사찰","03_07_11_P","5110000","CDFD1005","1988-07-21","","01","영업/정상","05","지정","","","","","054)541-3551","","","경상북도 상주시 함창읍 증촌리 258번지","경상북도 상주시 함창읍 증촌2길 10-13","742-804","용화사","2014-01-24 11:07:08","I","2018-08-31 23:59:59","","304804.08258258","341408.894603213","1","200","","용화사는 상주시 함창읍 증촌리 258번지에 소재하는 조계종 산하의 사찰로 676년(신라 문무왕 16년)에 창건하였다 이 절에는 증촌리 석불입상(보물 118호)와 증촌리 석불좌상(보물 120호)등의 불교 문화유산을 보존하고 있는 유서깊은 사찰이다.","N","","","용화사",
"78","전통사찰","03_07_11_P","5110000","CDFD1006","1988-07-21","","01","영업/정상","05","지정","","","","","054)541-4450","","","경상북도 상주시 은척면 황령리 35번지","경상북도 상주시 은척면 성주로 225","742-931","황령사","2014-01-24 11:06:40","I","2018-08-31 23:59:59","","291122.562418969","337985.754289768","1","100","","신라 27대 선덕여왕 7년(638년)에 의상대사가 창건하고 진성여왕 3년(889년) 대구화상이 중창하였다고 한다 이 절은 1254년(고종 41) 10월 몽고군 차라대(車羅大)가 상주성(백화산성)을 침공할때 승려 홍지(洪之)가 관민병을 거느리고 나가 격퇴했다는 기록(삼국사기)만으로도 이 절은 고려때 존재하였다는 사찰임을 알수 있다 또한 1592년 임진왜란시 함창을 중심으로 창의한 의병의 근거지가 되어 호국의 도량이 되기도 하였다.","N","","","황령사",
"79","전통사찰","03_07_11_P","5110000","CDFD1007","1988-07-21","","01","영업/정상","05","지정","","","","","054)533-5103","","","경상북도 상주시 내서면 북장리 38번지","","","북장사","2014-01-24 11:08:45","I","2018-08-31 23:59:59","","","","3","200","","북장사는 상주시 내서면 북장리 38번지 천주산에 있다. 조계종 사찰로 신라시대에 창건한 것으로 추정하며 1628년(인조6)중창하였다. 이 절에는 파랑새가 그렸다는 전설이 있는 괘불(보물 1278호)이 있으며 이 괘불의 크기는 높이 1,337cm, 폭 807cm이며 제작년대는 1688년(숙종 14)이며 마본채색으로 되어있다 또한 인평동 폐탑을 옮겨 원형대로 복원한 북장사 삼층석탑(문화재자료 238호)가 있다","N","","","북장사",
"80","전통사찰","03_07_11_P","5110000","CDFD1009","1988-07-21","","01","영업/정상","05","지정","","","","","054)536-2040","","","경상북도 상주시 화서면 하송리 310-2번지","경상북도 상주시 화서면 하송3길 213","742-862","청계사","2014-01-24 11:14:04","I","2018-08-31 23:59:59","","285877.066063806","332440.701854379","1","100","","청계사는 성산산성 또는 견훤성 내에 자리한 고찰이다. 전하는 말로는 신라말기 도선국사가 창건하였다 하며 1730년에는 절 옆에 창사(倉舍)를 옮겨 세우기도 하였다 50여간이나 되는 큰 절이 1905년 의병활동이 전개될 때 이 절이 의병의 근거지가 되어 1907년 왜병들의 방화로 소실되고 1924년 청신녀 김씨(淸信女 金氏)가 현재의 법당을 다시세웠다","N","","","청계사",
"81","전통사찰","03_07_11_P","5110000","CDFD1010","1988-07-21","","01","영업/정상","05","지정","","","","","054)533-9086","","","경상북도 상주시 화북면 중벌리 526번지","경상북도 상주시 화북면 중벌2길 32","742-872","신흥사","2014-01-28 10:09:43","I","2018-08-31 23:59:59","","274474.426053775","344939.417018567","1","150","","신흥사는 1931년 김교순 보살에 의하여 창건하였으며 법당안에 안치된 탱화는 1873년(고종10년)에 조성한 것이다 또 나반존자와 산왕제신상의 민화 2점을 보존하고있다.","N","","","신흥사",
"82","전통사찰","03_07_11_P","5110000","CDFD1011","1988-07-21","","01","영업/정상","05","지정","","","","","054)532-9272","","","경상북도 상주시 외남면 구서리 산 4번지","경상북도 상주시 외남면 구서2길 138","742-971","광덕사","2014-01-24 11:16:44","I","2018-08-31 23:59:59","","298147.876890321","315156.13719373","1","100","","광덕사는 백운당이 동학의 수행자로서 불교를 동경하여 1920년에 창건하였다 경내에 1952년 4월 5일 최수운 도덕연원 영세 불망비를 세워 매년 이날 천제를 올리고 있다. 1974년 법화종 말사로 등록 1989년에 대웅전, 삼성각을 중수하고 삼존불과 후불탱화를 봉안하고 있다","N","","","광덕사",
"83","전통사찰","03_07_11_P","5110000","CDFD1012","1988-07-21","","01","영업/정상","05","지정","","","","","054)532-9808","","","경상북도 상주시 중동면 오상리 산 200번지","경상북도 상주시 중동면 갱다불길 39-43","742-942","청용사","2014-01-24 11:17:17","I","2018-08-31 23:59:59","","313710.227735791","327491.435519642","1","100","","청용사는 낙동강에 연한 비봉산 산봉의 깎아지른 절벽에 자리한 법화종의 사찰이다. 낙강변 경승지로 불도량으로서만 아니라 고래로 상산의 시인 묵객의 유람이 많은 곳이기도 하다. 이 절에는 후불탱과 아미타 불상을 모시고 있다","N","","","청용사",
"84","전통사찰","03_07_11_P","5110000","CDFD1008","1988-07-21","","01","영업/정상","05","지정","","","","","054)535-2881","","","경상북도 상주시 서성동 60-8번지","","","상락사","2013-10-29 16:37:35","I","2018-08-31 23:59:59","","303998.920984666","324767.197380644","2","300","","상주시 서성동 60-8번지에 소재한 조계종 산하의 상주 불교 포교당이다. 1921년에 창건하여 오늘에 이르며 상주 지방 불교부흥과 보급에 크게 기여해온 사찰로 상주시내 중심부에 자리잡고 있다.","N","","","상락사",
"85","전통사찰","03_07_11_P","5110000","CDFD1013","2003-02-04","","01","영업/정상","05","지정","","","","","054)534-4434","","","경상북도 상주시 연원동 195번지","경상북도 상주시 연원7길 127 (연원동)","742-110","연수암","2014-01-24 11:17:51","I","2018-08-31 23:59:59","","300053.124675558","326875.667016629","1","100","","연수암의 창건연대는 정확히 알수 없으나 남장사(예 사찰명 : 장백사)가 인접해 있는 것으로 보아 장백사의 여러 암자중 하나로 추정되고 있으며 연수암은 천연의 바위를 둥지로 자리하고 있으며 연꽃이 피는 모양아래 샘물이 항상 나온다 하여 사찰명을 연수암이라 하였다. 연수암은 어느시기엔가 소실되고 있다가 1940년 중반에 재건립되고 그 당시에 세운 9층석탑과 기단부에 사자2마리가 받치고있는 석등이 있으며, 삼존불과 십일면관세음보살입상을 봉안하고 있다","N","","","연수암",
"86","전통사찰","03_07_11_P","5110000","CDFD1014","1988-07-21","","01","영업/정상","05","지정","","","","","534-6331","","","경상북도 상주시 남장동 502번지","경상북도 상주시 남장1길 259-22 (남장동)","742-120","남장사","2014-01-24 10:13:50","I","2018-08-31 23:59:59","","299115.345937843","326089.007732391","","","","","","","","남장사",
"87","전통사찰","03_07_11_P","5110000","CDFD1015","1988-07-21","","01","영업/정상","05","지정","","","","","533-9168","","","경상북도 상주시 화북면 중벌리 526번지","경상북도 상주시 화북면 중벌2길 32","742-872","신흥사","2014-01-07 15:46:00","I","2018-08-31 23:59:59","","274474.426053775","344939.417018567","","","","","","","","신흥사",
"88","전통사찰","03_07_11_P","5110000","CDFD1016","2006-12-29","","01","영업/정상","05","지정","","","","","533-2588","","","경상북도 상주시 모서면 화현리 57-3번지","경상북도 상주시 모서면 쇠실길 46","742-891","극락암","2014-01-24 11:21:16","I","2018-08-31 23:59:59","","282411.052823624","317736.900848242","1","100","","극락암은 상주의 명산인 팔음산 기슭인 모서면 화현리 57-3번지에 있으며, 1913년 김보문행(金普門行)보살에 의하여 창건된 조계종 산하의 전통사찰이다.","N","","","극락암",
"89","전통사찰","03_07_11_P","5120000","CDFD1001","1988-07-21","","01","영업/정상","05","지정","","","","","054-571-9088","","","경상북도 문경시 가은읍 원북리 485","경상북도 문경시 가은읍 원북길 313","745-903","봉암사","2020-11-04 11:15:43","U","2020-11-06 02:40:00","","289782.29483896","355906.593687929","30","1120","","선종 9산문(山門)의 하나. 935년(태조 18) 정진국사(靜眞國師) 긍양이 희양산의 봉암사(鳳巖寺)에서 선풍을 선양하여 하나의 문파가 이루어졌기 때문에 희양산 선문 또는 희양산 선파라고 한다. 
신라시대의 선문구산은 명적선사 도의의 가지산문(장흥 보림사), 증각대사 홍척의 실상산문(남원 실상사), 적인선사 혜철의 동리산문(곡성 대안사), 통효선사 범일의 사굴산문(명주 굴산사), 원감선사 현욱의 봉림산문(창원 봉림사), 철감선사 도윤의 사자산문(영월 흥녕사), 지증대사 지선의 희양산문(문경 봉암사), 낭혜화상 무염의 성주산문(보령 성주사)와 진철대사 이엄의 수미산문(해주 광조사)을 말한다.","N","","","봉암사",
"90","전통사찰","03_07_11_P","5120000","CDFD1002","1988-07-21","","01","영업/정상","05","지정","","","","","054-571-0341","","","경상북도 문경시 문경읍 상초리 13번지","경상북도 문경시 문경읍 새재로 1052-220","","혜국사","2009-02-11 08:58:49","I","2018-08-31 23:59:59","","296943.178618012","364490.452512024","3","600","","신라 46대 문성왕 8년(847 A.D) 보조국사가 창건하여 법흥사라 칭하였었으나, 고려말 공민왕이 홍건적의 난을 피해 이곳에  행차하였을 때 국운을 많이 입었다고 해서 그 후 혜국사로 개명한 고찰이다","N","","","혜국사",
"91","전통사찰","03_07_11_P","5120000","CDFD1003","1988-07-21","","01","영업/정상","05","지정","","","","","054-552-7006","","","경상북도 문경시 산북면 김용리 410","경상북도 문경시 산북면 김용길 372","","김용사","2020-11-04 11:15:05","U","2020-11-06 02:40:00","","309247.377103183","360532.172952669","6","2000","","절은 신라 진평왕 10년(588)에 운달조사가 창건하여 운봉사라 불리었으며, 대한불교조계종 제8교구 말사로 4개의 산내 암자와 6개의 암자유지가 남아 있으며, 사찰역사에 비해서는 문화재가 빈약하여 문화재 자료인 대웅전이 있고 숙종 29년(1703)에 조성된 괘불탱화, 지옥의 염라왕청에서 죽은이가 생전에 지은 선악의 행업이 나타난다는 업경대, 후불탱 등 120여점의 불교유물을 소장하고 있다","N","","","김용사",
"92","전통사찰","03_07_11_P","5120000","CDFD1004","1988-07-21","","01","영업/정상","05","지정","","","","","054-553-6444","","","경상북도 문경시 산북면 전두리 8","경상북도 문경시 산북면 대승사길 283","","대승사","2020-11-04 11:14:29","U","2020-11-06 02:40:00","","313521.724577024","361704.35974431","6","1200","","대승사는 대한불교 조계종 제8교구 직지사의 말사로서 사불산 품안에 자리잡고 있다. 사불산은 소백산맥을 관통하는 죽령 서남쪽 40리 지점에 있다. 산북면 계곡을 거슬러 올라가다가 오른쪽 언덕으로 난길을 따라 높이 올라가면 해발 6백m높이 산마루에 뛰어난 풍광을 간직한 대승사를 만나게 된다. 신라 진평왕 때인 587년 사면에 불상에 새겨진 바위가 공덕봉 꼭대기에 내려앉자, 왕이 바위 곁에 절을 세우고《법화경》을 염하는 이름없는 비구를 주지로 앉히어 사면석불에 공양을 올리게 한 것이 창건 기원이다.","N","","","대승사",
"93","전통사찰","03_07_11_P","5120000","CDFD1005","1988-07-21","","01","영업/정상","05","지정","","","","","054-553-7848","","","경상북도 문경시 불정동 342","경상북도 문경시 불정길 149-123 (불정동)","","운암사","2020-11-04 11:13:54","U","2020-11-06 02:40:00","","301858.165740899","346675.686742247","2","2000","","신라 문무와17년 의상대사가 초창하였다","N","","","운암사",
"94","전통사찰","03_07_11_P","5120000","CDFD1006","1988-12-07","","01","영업/정상","05","지정","","","","","054-571-8183","","","경상북도 문경시 농암면 내서리 산 8-3","경상북도 문경시 농암면 청화로 380-101","","심원사","2020-11-04 11:12:42","U","2020-11-06 02:40:00","","284222.834650458","340194.748549331","1","100","","신라 원효대사가 창건. 고승인 윤필,의상 두대사의 전설이 전함","N","","","심원사",
"95","전통사찰","03_07_11_P","5120000","CDFD1007","1988-07-21","","01","영업/정상","05","지정","","","","","054-553-9010","","","경상북도 문경시 농암면 내서리 산 1","경상북도 문경시 농암면 우복동길 220-136","","원적사","2020-11-04 10:52:38","U","2020-11-06 02:40:00","","282838.304084782","344710.740761419","3","90","","신라 무열왕 7년 원효대사 창건.
서암종정이 오랫동안 머물면서 도를 닦은 곳으로도 유명함","N","","","원적사",
"96","전통사찰","03_07_11_P","5130000","CDFD1011","1988-07-21","","01","영업/정상","05","지정","","","","","053)-815-0341","","","경상북도 경산시 삼북동 222번지","경상북도 경산시 장산로24길 7  (삼북동)","","혜광사","2003-02-04 14:52:45","I","2018-08-31 23:59:59","","356979.205757135","258894.035224687","0","500","","혜광사의 사찰 건물은 조선시대 때 자인현 객사로 쓰던 건물을 일제때인 1931년 일본사람이 일본불교를 포교하기 위하여 현 위치로 이건하여 일본식 사찰로 건축하여 쓰던 것을 해방후 혜광스님이 주석하면서 절이름을 혜광사라 하였고 , 대한 불교 법화종단에 등록하여 현재에 이르고 있다. 일본사람이 이 곳에 터를 정한 것은 이곳이 당시 경산의 중심지였으며 터의 풍수가 연화부 수형국의 명당자리 였다고 알려져있다. 현재의 사찰건물은 법당과 두 채의 요사와 연화탑 및 석등이 있다.","N","","","혜광사",
"97","전통사찰","03_07_11_P","5130000","CDFD1012","1988-10-21","","01","영업/정상","05","지정","","","","","053)-851-0048","","","경상북도 경산시 와촌면 대동리 803-1번지","경상북도 경산시 와촌면 갓바위로 216-111","712-844","천성암","2014-02-05 14:07:11","I","2018-08-31 23:59:59","","360086.830665069","277026.355183764","0","110","","팔공산 동편 능선에 자리잡고 있으며, 확실한 창건연대는 전해지지 않으나, 신라 흥덕왕 때 의상대사가 창건하였다고 전한다. 사방 어느 곳에서 바라보아도 바위암반이 가리워져 사찰을 찾지 못하는게 특징이다. 법당의 창건기로 미루어보면, 관음전은 1959년에 신축하여 이듬해 단청을 하였으며, 요사체는 1954에, 산령각은 1960년에 신축한 것이다.","N","","","천성암",
"98","전통사찰","03_07_11_P","5130000","CDFD1005","1988-07-21","","01","영업/정상","05","지정","","","","","053)-851-9547","","","경상북도 경산시 와촌면 강학리 5번지","경상북도 경산시 와촌면 불굴사길 205","","불굴사","2003-02-04 14:51:12","I","2018-08-31 23:59:59","","360445.339508283","273102.093465458","0","1000","","신라 신문왕 10년에 초창하였다가 조선영조 12년에 전라도 송광사의 노승이 중건한 사찰로 보물 제 429호인 삼층석탑과 김유신장군과 원효대사가 심신을 수련하였다는 석굴이 있다. 
불굴사 흥성기에는 50여 동의 와가, 12개의 부속 암자, 8대의 물방아를 갖추고 쌀을 찧어 승려와 신도들의 공양미를 한 대사찰이였다고 전해온다. 
이러한 대사찰이 영조 12년 (서기 1736년) 큰 비로 인한 산사태로 대파되어 퇴락하였는데, 전라도 송광사에 있던 노스님이 현몽을 받아 이 곳에 와서 중건하여 현재의 모습을 갖추었다고 한다. 불굴사 약사여래입상은 조선 영조 때 큰 미로 사찰이 크게 파괴될 때 매몰된 것을 전라도 송광사 노스님이 불굴사를 재건할 때 꿈에 현몽하여 발굴한 불상이라 전하며 최근 법당을 지어 봉안하였다. 그런데 이 불상의 봉안시에 법당의 돠향과 불상의 안치방향이 대각을 이루고 있어 독특하다. 불상의 모습은 백발의 머리에 타원형의 긴 얼굴을가진 입상으로 귀가 크고 길게 늘어져 있다. 법의는기게 발등까지 덮었고 왼쪽손에는 약합이 들려 있다. 전체적으로 머리 부분이 몸통에 비해 크다.","N","","","불굴사",
"99","전통사찰","03_07_11_P","5130000","CDFD1001","1988-07-21","","01","영업/정상","05","지정","","","","","053)-852-6561","","","경상북도 경산시 하양읍 사기리 150번지","경상북도 경산시 하양읍 환성로 392-30","","환성사","2003-02-07 13:07:44","I","2018-08-31 23:59:59","","359265.282849884","272096.503120594","0","2000","","신라 흥덕왕 10년에 심지왕사가 창건한 사찰로, 보물 제 562호인 대웅전과 지방 유형문화재 제 84호인 심검당이 있다. 
환성사는 하양읍 사기리 팔공산 기슭에 있는 신라 고찰로, 지금 남아 전하는 대웅전이나 심검당 건물로 미루어 보아 고려 말 내지 조선 초엽에 중수한 것으로 추정된다. 
심지대사는 신라 41대 헌덕왕의 아들로 열다섯의 나이로 출가하여 수도를 하던 중 속리산에서 진표율사의 법통을 이은 영심대사의 과증법회에 나아가 불골간자를 얻어 돌아와서 동화사를 창건하였다. 이 후 팔공산 동쪽 건너편 이 곳에 환성사를 창건한 것으로 짐작된다. 조선 인조 13년(서기 1635년) 을해년에 신감 대사가 중창하고 , 광무 원년(서기 1879년) 긍월대사가 삼창하엿으며, 서기 1973년에 해체 보수하였고 서기 1976년에 외부를 단청하였다. 
대웅전은 1971년 12월 23일자로 보물 562호로 지정되었고 부속건물인 심건당은 1975년 12월 30일 지방유형문화재 84호로 지정되었다.","N","","","환성사",
"100","전통사찰","03_07_11_P","5130000","CDFD1002","1988-07-21","","01","영업/정상","05","지정","","","","","053)-851-2315","","","경상북도 경산시 하양읍 대조리 91-2번지","경상북도 경산시 하양읍 도리3길 12","712-907","하양 포교당","2014-02-05 13:55:49","I","2018-08-31 23:59:59","","363983.54714361","270208.578212194","0","3000","","1927년 영천 은해사에서 중수, 포교당으로 활용하였던 것이 현재에 이른다.
창건연대와 창건자는 밝혀지지 않으나 조선시대 건물로서 객사로 활용되어 오던 것을1927년 영천 은해사에서 중수하여 하양포교당으로 활용하여 왔다. 1927년에 중수한 극락전과 1974년에 창건한 칠성각이 있다. 
극락전에 봉안된 석조불상은 이 절의 창건주라 전하는 은해사 주지를지낸 지석담스님이 은해사에서 모셔 왔다는데 불상의 조각 기법으로 보아 고려말 또는 조선초기의 것으로 추정된다. 
좌측의 관음보살과 우측의 지장보살은 1970년 일섭스님이 조성하였고, 범종은 1970년 동호스님이 조성했다고 한다. 1982년에는 경우스님이 태국에서 모셔운 부처님의 진신사리를 당시 주지 심수스님이 5층 석탑을 조성하여 봉안하고 있다.","N","","","하양 포교당",
"101","전통사찰","03_07_11_P","5130000","CDFD1003","1988-10-12","","01","영업/정상","05","지정","","","","","053)-815-4030","","","경상북도 경산시 상방동 71번지","경상북도 경산시 남매로 86 (상방동)","712-070","안흥사","2014-02-05 13:55:05","I","2018-08-31 23:59:59","","357510.999040635","258986.453292885","0","700","","안흥사는 원래 경산시 남천면 협석리 잡수골에 신라시대에 창건한 사찰이었으나 해방후 6.25때 본 사찰 건물이 소실되어 경산시 백천동 으로 이건하였다가 다시 1965년에 삼남동으로 옮겼다 그러나 유지를 못하고 1971년 3월에 현재 위치한 상방동에 조그만 건물을 신축 이전하였다.현재 안흥사는 대웅전과 요사채의 2동의 건물로 구성되어있다.","N","","","안흥사",
"102","전통사찰","03_07_11_P","5130000","CDFD1004","1988-07-21","","01","영업/정상","05","지정","","","","","053)-851-1869","","","경상북도 경산시 와촌면 대한리 587번지","경상북도 경산시 와촌면 갓바위로 699","712-841","선본사","2014-02-05 13:53:52","I","2018-08-31 23:59:59","","356783.048493786","277744.189564096","0","800","","신라 소지왕 13년에 극달화상이 창건한 사찰로 이곳에는 보물 제 431호 관봉석조여래좌상, 지방유형문화재 제 115호인 삼층석탑이 있다. 
선본사는 팔공사 관봉아래 있는 절로서 신라 소지왕13년(서기 491년)에 극달화상이 창건하였다고 전한다. 그 후 서기 1614년에 수청 대사가 중창하였으며, 서기 1765년에 기성화상이 중수하였고, 운암화상이 삼수,낙허화상이 사수, 월인화상이 오수하였으며, 1957년에도 보수한 바 있다. 
1974년에 이곳 주지로 취임한 비구니 제희스님이 1985년에 대웅전, 극락전, 요사채, 산신각 등을 중수하였고, 1989년에는 요사채 1동과 종각을 조성하였다 .조계종의 개혁이래 원우 주지스님이 부임하여 관리하고 있다. 
건너편 낮은 산봉우리 정상에 잇는 삼층석탑도1979년에 복원되면서 지방유형문화재 제 115호로 지정되었다. 그리고 남쪽 팔공산 줄기가 흘러모이는 관봉에는 신라 선덕여왕 7년(서기 628년)에 의현 대사가 조성했다고 전해지는 관봉석조여래좌상(일명 갓바위부처)이 잘 보존된채 남아있다. 의현대사는 세속오계를 지은 원광법사의 수제자로 알려져 있는데, 의현대사가 돌아 가신 그의 어머니를 위하여 이 불상을 조성하였다.","N","","","선본사",
"103","전통사찰","03_07_11_P","5130000","CDFD1006","1988-07-21","","01","영업/정상","05","지정","","","","","053)-852-0963","","","경상북도 경산시 와촌면 대한리 382번지","경상북도 경산시 와촌면 갓바위로 386-73","","원효암","2008-12-22 17:17:43","I","2018-08-31 23:59:59","","359315.416292895","276943.925290748","0","250","","신라시대 원효대사가 창건하여 수도하였던 사찰로 알려지고 있으며 뒷산록에는 통일신라시대의 마애좌불과 경내지에는 삼층석탑의 석조부재가 남아있다. 
원효암은 은해사 남쪽 팔공산 동록의 한 산각상에 자리잡고 있는 은해사의 말사로서 그 창건연대는 알수 없으나 이곳에서 신라시대부터 고찰이 있었다고 한다.","N","","","원효암",
"104","전통사찰","03_07_11_P","5130000","CDFD1007","1988-07-28","","01","영업/정상","05","지정","","","","","053)-857-2271","","","경상북도 경산시 자인면 북사리 226번지","경상북도 경산시 자인면 북사안길 18","712-852","제석사","2014-02-05 13:52:55","I","2018-08-31 23:59:59","","364520.626111011","259484.983531054","0","650","","창건시기는 알수 없으며, 신라시대의 것으로 보이는 탑신이 보존되어 있고, 원효대사의 탄생과 관련한 설화가 구전되어 있다. 
`자인읍지`에 '제석암'의 기록이 있으나 그 유래를 알 수 없다. 전하는 바에 의하면, 약400여년전 이 곳 주변에서 한 농부가 밭갈이를 하던 중 불상과 탑신 등이 발견되어 이 곳에다 절을 짓게 되었다고 한다. 지금잇는 칠성각 자리에 제석암 건물이 있었는데 이 건물을 헐고 칠성각을 지을 때 제석암 상량문에 이러한 기록이 있었다고 전하나 은해사에 가져 갔다고 알려진 그 상량문을 찾을 수 없어 고증하지 못하고 있다. 언제인지는모르나 절이 쇠락하여 빈터였는데,1962년 이 곳에 대웅전을 건립하고, 1965년에는 칠성각을 건립하였다. 
1977년 제석사 주변에 인가가 꽉 들어 차 담장을 세우면서 현 칠성각 서편 60cm 정도의 땅 속 기와 조각 사이에서 금불상이 출토되었다고 당시 목격자들이 진술하고 있지만 그 불상의 행방도 알 수 가 없다.","N","","","제석사",
"105","전통사찰","03_07_11_P","5130000","CDFD1008","1988-07-21","","01","영업/정상","05","지정","","","","","053)-852-1919","","","경상북도 경산시 용성면 용전리 118번지","경상북도 경산시 용성면 용전1길 60","712-871","반룡사","2014-02-05 13:51:39","I","2018-08-31 23:59:59","","374393.616171158","254186.017004553","0","175","","신라문무왕대에 원효대사가 창건한 사찰로 알려지고 있으며 지금의 건물은 그 후대에 중수한 것이다. 
구룡산 자락에 있는 반룡사는 현재는 대웅전과 가건물인 요사채만이 잇는 아주 작고 쇠락한 모습이다. 신라왕을 비롯하여 왕후 왕녀가 이 절을 자주 찾았는데 드 때 경주에서 왕이 넘어 왔다고 전하는 고개를 지금도 왕재라고 부르고 있다. 
고려 문종시대에는 화엄 천태종의 고승으로 운문사 주지를 지낸 원응 국사가 이곳에 주석하며 대중창을 하여, 고승 대덕이 구름처럼 모이고 석학 명사가 줄을 이어 찾아들었다고 한다. 
『동국여지승람』에 보면 고려중기의 대표적인 석학 이인로 선생도 반룡사를 찾아"봄은 가도 꽃은 아름답게 피어있고 맑은 하늘 깊은 골에 간직한 마음을 비로소 느끼게 하네."라는 감회어린 시를 남긴 바 있다. 
고려말기의 몽고의 행패와 어지러운 정치시대를 거쳐 조선에 들어서 쇠퇴의 일로를 걷다가 급기야는 임진왜란을 만나 대가람이 하루 아침에 소실되었다. 그 후 조선 인조 19년(서기 1641)에 계운·명언·대사가 중창하였으며, 부속암자로 내원암·벽운암·대적암·은서암·아적암 등 다섯 암자도 중창 또는 창건되었다.","N","","","반룡사",
"106","전통사찰","03_07_11_P","5130000","CDFD1009","1988-07-21","","01","영업/정상","05","지정","","","","","053)-812-9933","","","경상북도 경산시 남천면 산전리 806번지","경상북도 경산시 남천면 모골길 196-55","","경흥사","2003-02-04 14:52:14","I","2018-08-31 23:59:59","","354161.83889456","253810.275614159","0","1000","","신라 무열왕 6년에 혜공화상이 창건한 사찰로 임진왜란 직전에 영규대사가 주석하면서 중창하였다고 한다. 대웅전에 목조삼불은 지방유형문화재 제246호로 지정되어 있다. 
지금은 대웅전, 승당 요사체 등의 건물만 남아 있으나. 본래는 아주 큰 절이었고 주위에 옛 건물들이 주춧돌이 산재해 있으며, 또한 절 아래에 있는 많은 부도를 볼 때 경흥사의 융성 하였음을 알 수 있다. 
이 경흥사는 혜공화상이 창건한 후 중창 직전에 소실되었다고 한다. 조선 중종 19년(1524)에 영규대사가 대웅전 요사 1동을 중창하고 주불(아미타불), 좌불(보현보살), 우불(문수보살)을 조성하기 위하여 3년간이나 권선하였고, 대웅전에 봉안된 목조불상은 은행목으로 그 규모가 크기로 유명하며,1990년 8월 7일 경상북도 지방유형문화재 제 246호로 지정된 바 있다. 
이 곳은 서산대사. 사명대사가 임진왜란시 승병을 훈련시킨 곳이라는 설도 있으며, 이곳 동학산 주변에는 군데군데 옛 건물의 주춧돌과 부도군들이 산재해 있어 당시 경흥사가 융성하였음을 말해주고 있다.","N","","","경흥사",
